"INDICATIVO","year","month","name_day","P_10mm","day"
"9185",1984,2,"P15",0,"015"
"9185",1984,2,"P16",0,"016"
"9185",1984,2,"P17",0,"017"
"9185",1984,2,"P18",0,"018"
"9185",1984,2,"P19",12,"019"
"9185",1984,2,"P20",12,"020"
"9185",1984,2,"P21",22,"021"
"9185",1984,2,"P22",42,"022"
"9185",1984,2,"P23",100,"023"
"9185",1984,2,"P24",32,"024"
"9185",1984,2,"P25",0,"025"
"9185",1984,2,"P26",0,"026"
"9185",1984,2,"P27",283,"027"
"9185",1984,2,"P28",147,"028"
"9185",1984,2,"P29",52,"029"
"9185",1984,2,"P30",NA,"030"
"9185",1984,2,"P31",NA,"031"
"9185",1984,3,"P1",23,"01"
"9185",1984,3,"P2",0,"02"
"9185",1984,3,"P3",15,"03"
"9185",1984,3,"P4",0,"04"
"9185",1984,3,"P5",0,"05"
"9185",1984,3,"P6",0,"06"
"9185",1984,3,"P7",0,"07"
"9185",1984,3,"P8",0,"08"
"9185",1984,3,"P9",0,"09"
"9185",1984,3,"P10",0,"010"
"9185",1984,3,"P11",0,"011"
"9185",1984,3,"P12",0,"012"
"9185",1984,3,"P13",0,"013"
"9185",1984,3,"P14",31,"014"
"9185",1984,3,"P15",0,"015"
"9185",1984,3,"P16",0,"016"
"9185",1984,3,"P17",0,"017"
"9185",1984,3,"P18",31,"018"
"9185",1984,3,"P19",34,"019"
"9185",1984,3,"P20",72,"020"
"9185",1984,3,"P21",21,"021"
"9185",1984,3,"P22",0,"022"
"9185",1984,3,"P23",36,"023"
"9185",1984,3,"P24",24,"024"
"9185",1984,3,"P25",2,"025"
"9185",1984,3,"P26",0,"026"
"9185",1984,3,"P27",56,"027"
"9185",1984,3,"P28",164,"028"
"9185",1984,3,"P29",21,"029"
"9185",1984,3,"P30",31,"030"
"9185",1984,3,"P31",75,"031"
"9185",1984,4,"P1",-3,"01"
"9185",1984,4,"P2",22,"02"
"9185",1984,4,"P3",101,"03"
"9185",1984,4,"P4",96,"04"
"9185",1984,4,"P5",31,"05"
"9185",1984,4,"P6",0,"06"
"9185",1984,4,"P7",0,"07"
"9185",1984,4,"P8",0,"08"
"9185",1984,4,"P9",0,"09"
"9185",1984,4,"P10",51,"010"
"9185",1984,4,"P11",-3,"011"
"9185",1984,4,"P12",0,"012"
"9185",1984,4,"P13",82,"013"
"9185",1984,4,"P14",42,"014"
"9185",1984,4,"P15",6,"015"
"9185",1984,4,"P16",0,"016"
"9185",1984,4,"P17",0,"017"
"9185",1984,4,"P18",0,"018"
"9185",1984,4,"P19",0,"019"
"9185",1984,4,"P20",0,"020"
"9185",1984,4,"P21",0,"021"
"9185",1984,4,"P22",0,"022"
"9185",1984,4,"P23",0,"023"
"9185",1984,4,"P24",-3,"024"
"9185",1984,4,"P25",25,"025"
"9185",1984,4,"P26",0,"026"
"9185",1984,4,"P27",0,"027"
"9185",1984,4,"P28",25,"028"
"9185",1984,4,"P29",70,"029"
"9185",1984,4,"P30",0,"030"
"9185",1984,4,"P31",NA,"031"
"9185",1984,5,"P1",52,"01"
"9185",1984,5,"P2",43,"02"
"9185",1984,5,"P3",42,"03"
"9185",1984,5,"P4",0,"04"
"9185",1984,5,"P5",31,"05"
"9185",1984,5,"P6",23,"06"
"9185",1984,5,"P7",23,"07"
"9185",1984,5,"P8",0,"08"
"9185",1984,5,"P9",0,"09"
"9185",1984,5,"P10",0,"010"
"9185",1984,5,"P11",32,"011"
"9185",1984,5,"P12",21,"012"
"9185",1984,5,"P13",62,"013"
"9185",1984,5,"P14",162,"014"
"9185",1984,5,"P15",142,"015"
"9185",1984,5,"P16",41,"016"
"9185",1984,5,"P17",253,"017"
"9185",1984,5,"P18",32,"018"
"9185",1984,5,"P19",21,"019"
"9185",1984,5,"P20",8,"020"
"9185",1984,5,"P21",84,"021"
"9185",1984,5,"P22",71,"022"
"9185",1984,5,"P23",11,"023"
"9185",1984,5,"P24",72,"024"
"9185",1984,5,"P25",21,"025"
"9185",1984,5,"P26",50,"026"
"9185",1984,5,"P27",4,"027"
"9185",1984,5,"P28",0,"028"
"9185",1984,5,"P29",2,"029"
"9185",1984,5,"P30",0,"030"
"9185",1984,5,"P31",0,"031"
"9185",1984,6,"P1",10,"01"
"9185",1984,6,"P2",11,"02"
"9185",1984,6,"P3",152,"03"
"9185",1984,6,"P4",61,"04"
"9185",1984,6,"P5",92,"05"
"9185",1984,6,"P6",41,"06"
"9185",1984,6,"P7",3,"07"
"9185",1984,6,"P8",0,"08"
"9185",1984,6,"P9",-3,"09"
"9185",1984,6,"P10",112,"010"
"9185",1984,6,"P11",0,"011"
"9185",1984,6,"P12",0,"012"
"9185",1984,6,"P13",0,"013"
"9185",1984,6,"P14",0,"014"
"9185",1984,6,"P15",0,"015"
"9185",1984,6,"P16",0,"016"
"9185",1984,6,"P17",145,"017"
"9185",1984,6,"P18",7,"018"
"9185",1984,6,"P19",3,"019"
"9185",1984,6,"P20",0,"020"
"9185",1984,6,"P21",0,"021"
"9185",1984,6,"P22",0,"022"
"9185",1984,6,"P23",0,"023"
"9185",1984,6,"P24",0,"024"
"9185",1984,6,"P25",0,"025"
"9185",1984,6,"P26",212,"026"
"9185",1984,6,"P27",101,"027"
"9185",1984,6,"P28",13,"028"
"9185",1984,6,"P29",0,"029"
"9185",1984,6,"P30",0,"030"
"9185",1984,6,"P31",NA,"031"
"9185",1984,7,"P1",0,"01"
"9185",1984,7,"P2",0,"02"
"9185",1984,7,"P3",0,"03"
"9185",1984,7,"P4",0,"04"
"9185",1984,7,"P5",0,"05"
"9185",1984,7,"P6",0,"06"
"9185",1984,7,"P7",0,"07"
"9185",1984,7,"P8",0,"08"
"9185",1984,7,"P9",0,"09"
"9185",1984,7,"P10",0,"010"
"9185",1984,7,"P11",0,"011"
"9185",1984,7,"P12",0,"012"
"9185",1984,7,"P13",0,"013"
"9185",1984,7,"P14",0,"014"
"9185",1984,7,"P15",0,"015"
"9185",1984,7,"P16",0,"016"
"9185",1984,7,"P17",0,"017"
"9185",1984,7,"P18",0,"018"
"9185",1984,7,"P19",-3,"019"
"9185",1984,7,"P20",0,"020"
"9185",1984,7,"P21",0,"021"
"9185",1984,7,"P22",-3,"022"
"9185",1984,7,"P23",0,"023"
"9185",1984,7,"P24",0,"024"
"9185",1984,7,"P25",0,"025"
"9185",1984,7,"P26",0,"026"
"9185",1984,7,"P27",0,"027"
"9185",1984,7,"P28",0,"028"
"9185",1984,7,"P29",0,"029"
"9185",1984,7,"P30",-3,"030"
"9185",1984,7,"P31",16,"031"
"9185",1984,8,"P1",0,"01"
"9185",1984,8,"P2",0,"02"
"9185",1984,8,"P3",-3,"03"
"9185",1984,8,"P4",0,"04"
"9185",1984,8,"P5",0,"05"
"9185",1984,8,"P6",0,"06"
"9185",1984,8,"P7",0,"07"
"9185",1984,8,"P8",0,"08"
"9185",1984,8,"P9",5,"09"
"9185",1984,8,"P10",0,"010"
"9185",1984,8,"P11",15,"011"
"9185",1984,8,"P12",0,"012"
"9185",1984,8,"P13",5,"013"
"9185",1984,8,"P14",0,"014"
"9185",1984,8,"P15",0,"015"
"9185",1984,8,"P16",0,"016"
"9185",1984,8,"P17",0,"017"
"9185",1984,8,"P18",0,"018"
"9185",1984,8,"P19",0,"019"
"9185",1984,8,"P20",0,"020"
"9185",1984,8,"P21",5,"021"
"9185",1984,8,"P22",85,"022"
"9185",1984,8,"P23",0,"023"
"9185",1984,8,"P24",0,"024"
"9185",1984,8,"P25",0,"025"
"9185",1984,8,"P26",0,"026"
"9185",1984,8,"P27",15,"027"
"9185",1984,8,"P28",0,"028"
"9185",1984,8,"P29",0,"029"
"9185",1984,8,"P30",0,"030"
"9185",1984,8,"P31",0,"031"
"9185",1984,9,"P1",0,"01"
"9185",1984,9,"P2",0,"02"
"9185",1984,9,"P3",0,"03"
"9185",1984,9,"P4",5,"04"
"9185",1984,9,"P5",2,"05"
"9185",1984,9,"P6",0,"06"
"9185",1984,9,"P7",0,"07"
"9185",1984,9,"P8",0,"08"
"9185",1984,9,"P9",0,"09"
"9185",1984,9,"P10",5,"010"
"9185",1984,9,"P11",0,"011"
"9185",1984,9,"P12",0,"012"
"9185",1984,9,"P13",0,"013"
"9185",1984,9,"P14",0,"014"
"9185",1984,9,"P15",0,"015"
"9185",1984,9,"P16",0,"016"
"9185",1984,9,"P17",0,"017"
"9185",1984,9,"P18",41,"018"
"9185",1984,9,"P19",32,"019"
"9185",1984,9,"P20",0,"020"
"9185",1984,9,"P21",0,"021"
"9185",1984,9,"P22",25,"022"
"9185",1984,9,"P23",0,"023"
"9185",1984,9,"P24",0,"024"
"9185",1984,9,"P25",0,"025"
"9185",1984,9,"P26",0,"026"
"9185",1984,9,"P27",0,"027"
"9185",1984,9,"P28",25,"028"
"9185",1984,9,"P29",0,"029"
"9185",1984,9,"P30",5,"030"
"9185",1984,9,"P31",NA,"031"
"9185",1984,10,"P1",12,"01"
"9185",1984,10,"P2",119,"02"
"9185",1984,10,"P3",202,"03"
"9185",1984,10,"P4",40,"04"
"9185",1984,10,"P5",45,"05"
"9185",1984,10,"P6",150,"06"
"9185",1984,10,"P7",0,"07"
"9185",1984,10,"P8",0,"08"
"9185",1984,10,"P9",0,"09"
"9185",1984,10,"P10",0,"010"
"9185",1984,10,"P11",0,"011"
"9185",1984,10,"P12",0,"012"
"9185",1984,10,"P13",0,"013"
"9185",1984,10,"P14",0,"014"
"9185",1984,10,"P15",0,"015"
"9185",1984,10,"P16",0,"016"
"9185",1984,10,"P17",0,"017"
"9185",1984,10,"P18",0,"018"
"9185",1984,10,"P19",0,"019"
"9185",1984,10,"P20",0,"020"
"9185",1984,10,"P21",0,"021"
"9185",1984,10,"P22",0,"022"
"9185",1984,10,"P23",0,"023"
"9185",1984,10,"P24",43,"024"
"9185",1984,10,"P25",0,"025"
"9185",1984,10,"P26",52,"026"
"9185",1984,10,"P27",0,"027"
"9185",1984,10,"P28",0,"028"
"9185",1984,10,"P29",0,"029"
"9185",1984,10,"P30",0,"030"
"9185",1984,10,"P31",0,"031"
"9185",1984,11,"P1",80,"01"
"9185",1984,11,"P2",41,"02"
"9185",1984,11,"P3",0,"03"
"9185",1984,11,"P4",164,"04"
"9185",1984,11,"P5",0,"05"
"9185",1984,11,"P6",164,"06"
"9185",1984,11,"P7",402,"07"
"9185",1984,11,"P8",260,"08"
"9185",1984,11,"P9",2,"09"
"9185",1984,11,"P10",87,"010"
"9185",1984,11,"P11",-3,"011"
"9185",1984,11,"P12",373,"012"
"9185",1984,11,"P13",301,"013"
"9185",1984,11,"P14",4,"014"
"9185",1984,11,"P15",334,"015"
"9185",1984,11,"P16",0,"016"
"9185",1984,11,"P17",0,"017"
"9185",1984,11,"P18",62,"018"
"9185",1984,11,"P19",26,"019"
"9185",1984,11,"P20",2,"020"
"9185",1984,11,"P21",0,"021"
"9185",1984,11,"P22",0,"022"
"9185",1984,11,"P23",0,"023"
"9185",1984,11,"P24",0,"024"
"9185",1984,11,"P25",0,"025"
"9185",1984,11,"P26",2,"026"
"9185",1984,11,"P27",0,"027"
"9185",1984,11,"P28",0,"028"
"9185",1984,11,"P29",0,"029"
"9185",1984,11,"P30",406,"030"
"9185",1984,11,"P31",NA,"031"
"9185",1984,12,"P1",5,"01"
"9185",1984,12,"P2",0,"02"
"9185",1984,12,"P3",0,"03"
"9185",1984,12,"P4",0,"04"
"9185",1984,12,"P5",0,"05"
"9185",1984,12,"P6",0,"06"
"9185",1984,12,"P7",2,"07"
"9185",1984,12,"P8",22,"08"
"9185",1984,12,"P9",0,"09"
"9185",1984,12,"P10",0,"010"
"9185",1984,12,"P11",0,"011"
"9185",1984,12,"P12",11,"012"
"9185",1984,12,"P13",0,"013"
"9185",1984,12,"P14",1,"014"
"9185",1984,12,"P15",7,"015"
"9185",1984,12,"P16",0,"016"
"9185",1984,12,"P17",0,"017"
"9185",1984,12,"P18",21,"018"
"9185",1984,12,"P19",0,"019"
"9185",1984,12,"P20",261,"020"
"9185",1984,12,"P21",0,"021"
"9185",1984,12,"P22",0,"022"
"9185",1984,12,"P23",0,"023"
"9185",1984,12,"P24",22,"024"
"9185",1984,12,"P25",0,"025"
"9185",1984,12,"P26",21,"026"
"9185",1984,12,"P27",64,"027"
"9185",1984,12,"P28",0,"028"
"9185",1984,12,"P29",0,"029"
"9185",1984,12,"P30",0,"030"
"9185",1984,12,"P31",82,"031"
"9185",1985,1,"P1",42,"01"
"9185",1985,1,"P2",31,"02"
"9185",1985,1,"P3",0,"03"
"9185",1985,1,"P4",12,"04"
"9185",1985,1,"P5",28,"05"
"9185",1985,1,"P6",0,"06"
"9185",1985,1,"P7",20,"07"
"9185",1985,1,"P8",0,"08"
"9185",1985,1,"P9",0,"09"
"9185",1985,1,"P10",12,"010"
"9185",1985,1,"P11",0,"011"
"9185",1985,1,"P12",10,"012"
"9185",1985,1,"P13",30,"013"
"9185",1985,1,"P14",101,"014"
"9185",1985,1,"P15",82,"015"
"9185",1985,1,"P16",40,"016"
"9185",1985,1,"P17",102,"017"
"9185",1985,1,"P18",0,"018"
"9185",1985,1,"P19",24,"019"
"9185",1985,1,"P20",32,"020"
"9185",1985,1,"P21",22,"021"
"9185",1985,1,"P22",22,"022"
"9185",1985,1,"P23",0,"023"
"9185",1985,1,"P24",0,"024"
"9185",1985,1,"P25",103,"025"
"9185",1985,1,"P26",32,"026"
"9185",1985,1,"P27",0,"027"
"9185",1985,1,"P28",0,"028"
"9185",1985,1,"P29",0,"029"
"9185",1985,1,"P30",0,"030"
"9185",1985,1,"P31",0,"031"
"9185",1985,2,"P1",0,"01"
"9185",1985,2,"P2",0,"02"
"9185",1985,2,"P3",0,"03"
"9185",1985,2,"P4",0,"04"
"9185",1985,2,"P5",0,"05"
"9185",1985,2,"P6",0,"06"
"9185",1985,2,"P7",3,"07"
"9185",1985,2,"P8",18,"08"
"9185",1985,2,"P9",142,"09"
"9185",1985,2,"P10",182,"010"
"9185",1985,2,"P11",80,"011"
"9185",1985,2,"P12",42,"012"
"9185",1985,2,"P13",20,"013"
"9185",1985,2,"P14",10,"014"
"9185",1985,2,"P15",42,"015"
"9185",1985,2,"P16",14,"016"
"9185",1985,2,"P17",2,"017"
"9185",1985,2,"P18",0,"018"
"9185",1985,2,"P19",0,"019"
"9185",1985,2,"P20",0,"020"
"9185",1985,2,"P21",0,"021"
"9185",1985,2,"P22",0,"022"
"9185",1985,2,"P23",0,"023"
"9185",1985,2,"P24",0,"024"
"9185",1985,2,"P25",-3,"025"
"9185",1985,2,"P26",0,"026"
"9185",1985,2,"P27",0,"027"
"9185",1985,2,"P28",0,"028"
"9185",1985,2,"P29",NA,"029"
"9185",1985,2,"P30",NA,"030"
"9185",1985,2,"P31",NA,"031"
"9185",1985,3,"P1",52,"01"
"9185",1985,3,"P2",0,"02"
"9185",1985,3,"P3",0,"03"
"9185",1985,3,"P4",0,"04"
"9185",1985,3,"P5",0,"05"
"9185",1985,3,"P6",0,"06"
"9185",1985,3,"P7",0,"07"
"9185",1985,3,"P8",0,"08"
"9185",1985,3,"P9",-3,"09"
"9185",1985,3,"P10",20,"010"
"9185",1985,3,"P11",-3,"011"
"9185",1985,3,"P12",0,"012"
"9185",1985,3,"P13",42,"013"
"9185",1985,3,"P14",0,"014"
"9185",1985,3,"P15",6,"015"
"9185",1985,3,"P16",8,"016"
"9185",1985,3,"P17",23,"017"
"9185",1985,3,"P18",128,"018"
"9185",1985,3,"P19",64,"019"
"9185",1985,3,"P20",15,"020"
"9185",1985,3,"P21",211,"021"
"9185",1985,3,"P22",-3,"022"
"9185",1985,3,"P23",0,"023"
"9185",1985,3,"P24",21,"024"
"9185",1985,3,"P25",22,"025"
"9185",1985,3,"P26",-3,"026"
"9185",1985,3,"P27",45,"027"
"9185",1985,3,"P28",0,"028"
"9185",1985,3,"P29",0,"029"
"9185",1985,3,"P30",0,"030"
"9185",1985,3,"P31",0,"031"
"9185",1985,4,"P1",0,"01"
"9185",1985,4,"P2",0,"02"
"9185",1985,4,"P3",0,"03"
"9185",1985,4,"P4",43,"04"
"9185",1985,4,"P5",101,"05"
"9185",1985,4,"P6",3,"06"
"9185",1985,4,"P7",202,"07"
"9185",1985,4,"P8",91,"08"
"9185",1985,4,"P9",42,"09"
"9185",1985,4,"P10",28,"010"
"9185",1985,4,"P11",0,"011"
"9185",1985,4,"P12",0,"012"
"9185",1985,4,"P13",0,"013"
"9185",1985,4,"P14",0,"014"
"9185",1985,4,"P15",0,"015"
"9185",1985,4,"P16",0,"016"
"9185",1985,4,"P17",0,"017"
"9185",1985,4,"P18",0,"018"
"9185",1985,4,"P19",0,"019"
"9185",1985,4,"P20",0,"020"
"9185",1985,4,"P21",171,"021"
"9185",1985,4,"P22",64,"022"
"9185",1985,4,"P23",0,"023"
"9185",1985,4,"P24",0,"024"
"9185",1985,4,"P25",0,"025"
"9185",1985,4,"P26",0,"026"
"9185",1985,4,"P27",0,"027"
"9185",1985,4,"P28",0,"028"
"9185",1985,4,"P29",0,"029"
"9185",1985,4,"P30",0,"030"
"9185",1985,4,"P31",NA,"031"
"9185",1985,5,"P1",0,"01"
"9185",1985,5,"P2",31,"02"
"9185",1985,5,"P3",12,"03"
"9185",1985,5,"P4",12,"04"
"9185",1985,5,"P5",42,"05"
"9185",1985,5,"P6",26,"06"
"9185",1985,5,"P7",16,"07"
"9185",1985,5,"P8",14,"08"
"9185",1985,5,"P9",21,"09"
"9185",1985,5,"P10",0,"010"
"9185",1985,5,"P11",21,"011"
"9185",1985,5,"P12",42,"012"
"9185",1985,5,"P13",32,"013"
"9185",1985,5,"P14",102,"014"
"9185",1985,5,"P15",22,"015"
"9185",1985,5,"P16",86,"016"
"9185",1985,5,"P17",0,"017"
"9185",1985,5,"P18",0,"018"
"9185",1985,5,"P19",72,"019"
"9185",1985,5,"P20",21,"020"
"9185",1985,5,"P21",0,"021"
"9185",1985,5,"P22",42,"022"
"9185",1985,5,"P23",141,"023"
"9185",1985,5,"P24",32,"024"
"9185",1985,5,"P25",0,"025"
"9185",1985,5,"P26",0,"026"
"9185",1985,5,"P27",11,"027"
"9185",1985,5,"P28",32,"028"
"9185",1985,5,"P29",12,"029"
"9185",1985,5,"P30",3,"030"
"9185",1985,5,"P31",24,"031"
"9185",1985,6,"P1",105,"01"
"9185",1985,6,"P2",26,"02"
"9185",1985,6,"P3",0,"03"
"9185",1985,6,"P4",6,"04"
"9185",1985,6,"P5",0,"05"
"9185",1985,6,"P6",0,"06"
"9185",1985,6,"P7",0,"07"
"9185",1985,6,"P8",21,"08"
"9185",1985,6,"P9",0,"09"
"9185",1985,6,"P10",0,"010"
"9185",1985,6,"P11",0,"011"
"9185",1985,6,"P12",0,"012"
"9185",1985,6,"P13",0,"013"
"9185",1985,6,"P14",0,"014"
"9185",1985,6,"P15",2,"015"
"9185",1985,6,"P16",21,"016"
"9185",1985,6,"P17",0,"017"
"9185",1985,6,"P18",61,"018"
"9185",1985,6,"P19",-3,"019"
"9185",1985,6,"P20",0,"020"
"9185",1985,6,"P21",0,"021"
"9185",1985,6,"P22",0,"022"
"9185",1985,6,"P23",0,"023"
"9185",1985,6,"P24",0,"024"
"9185",1985,6,"P25",0,"025"
"9185",1985,6,"P26",31,"026"
"9185",1985,6,"P27",0,"027"
"9185",1985,6,"P28",0,"028"
"9185",1985,6,"P29",-3,"029"
"9185",1985,6,"P30",0,"030"
"9185",1985,6,"P31",NA,"031"
"9185",1985,7,"P1",0,"01"
"9185",1985,7,"P2",203,"02"
"9185",1985,7,"P3",4,"03"
"9185",1985,7,"P4",0,"04"
"9185",1985,7,"P5",0,"05"
"9185",1985,7,"P6",21,"06"
"9185",1985,7,"P7",10,"07"
"9185",1985,7,"P8",6,"08"
"9185",1985,7,"P9",0,"09"
"9185",1985,7,"P10",0,"010"
"9185",1985,7,"P11",0,"011"
"9185",1985,7,"P12",0,"012"
"9185",1985,7,"P13",46,"013"
"9185",1985,7,"P14",-3,"014"
"9185",1985,7,"P15",0,"015"
"9185",1985,7,"P16",0,"016"
"9185",1985,7,"P17",7,"017"
"9185",1985,7,"P18",0,"018"
"9185",1985,7,"P19",0,"019"
"9185",1985,7,"P20",0,"020"
"9185",1985,7,"P21",0,"021"
"9185",1985,7,"P22",0,"022"
"9185",1985,7,"P23",0,"023"
"9185",1985,7,"P24",21,"024"
"9185",1985,7,"P25",0,"025"
"9185",1985,7,"P26",0,"026"
"9185",1985,7,"P27",0,"027"
"9185",1985,7,"P28",0,"028"
"9185",1985,7,"P29",0,"029"
"9185",1985,7,"P30",0,"030"
"9185",1985,7,"P31",0,"031"
"9185",1985,8,"P1",0,"01"
"9185",1985,8,"P2",0,"02"
"9185",1985,8,"P3",0,"03"
"9185",1985,8,"P4",0,"04"
"9185",1985,8,"P5",0,"05"
"9185",1985,8,"P6",4,"06"
"9185",1985,8,"P7",-3,"07"
"9185",1985,8,"P8",0,"08"
"9185",1985,8,"P9",0,"09"
"9185",1985,8,"P10",0,"010"
"9185",1985,8,"P11",0,"011"
"9185",1985,8,"P12",0,"012"
"9185",1985,8,"P13",0,"013"
"9185",1985,8,"P14",0,"014"
"9185",1985,8,"P15",0,"015"
"9185",1985,8,"P16",0,"016"
"9185",1985,8,"P17",0,"017"
"9185",1985,8,"P18",0,"018"
"9185",1985,8,"P19",0,"019"
"9185",1985,8,"P20",0,"020"
"9185",1985,8,"P21",0,"021"
"9185",1985,8,"P22",0,"022"
"9185",1985,8,"P23",0,"023"
"9185",1985,8,"P24",0,"024"
"9185",1985,8,"P25",-3,"025"
"9185",1985,8,"P26",0,"026"
"9185",1985,8,"P27",0,"027"
"9185",1985,8,"P28",0,"028"
"9185",1985,8,"P29",0,"029"
"9185",1985,8,"P30",0,"030"
"9185",1985,8,"P31",0,"031"
"9185",1985,9,"P1",0,"01"
"9185",1985,9,"P2",0,"02"
"9185",1985,9,"P3",0,"03"
"9185",1985,9,"P4",0,"04"
"9185",1985,9,"P5",0,"05"
"9185",1985,9,"P6",0,"06"
"9185",1985,9,"P7",0,"07"
"9185",1985,9,"P8",0,"08"
"9185",1985,9,"P9",0,"09"
"9185",1985,9,"P10",0,"010"
"9185",1985,9,"P11",0,"011"
"9185",1985,9,"P12",0,"012"
"9185",1985,9,"P13",0,"013"
"9185",1985,9,"P14",0,"014"
"9185",1985,9,"P15",0,"015"
"9185",1985,9,"P16",0,"016"
"9185",1985,9,"P17",0,"017"
"9185",1985,9,"P18",0,"018"
"9185",1985,9,"P19",0,"019"
"9185",1985,9,"P20",0,"020"
"9185",1985,9,"P21",0,"021"
"9185",1985,9,"P22",0,"022"
"9185",1985,9,"P23",0,"023"
"9185",1985,9,"P24",0,"024"
"9185",1985,9,"P25",0,"025"
"9185",1985,9,"P26",0,"026"
"9185",1985,9,"P27",0,"027"
"9185",1985,9,"P28",0,"028"
"9185",1985,9,"P29",0,"029"
"9185",1985,9,"P30",0,"030"
"9185",1985,9,"P31",NA,"031"
"9185",1985,10,"P1",3,"01"
"9185",1985,10,"P2",0,"02"
"9185",1985,10,"P3",0,"03"
"9185",1985,10,"P4",32,"04"
"9185",1985,10,"P5",0,"05"
"9185",1985,10,"P6",0,"06"
"9185",1985,10,"P7",2,"07"
"9185",1985,10,"P8",2,"08"
"9185",1985,10,"P9",0,"09"
"9185",1985,10,"P10",0,"010"
"9185",1985,10,"P11",0,"011"
"9185",1985,10,"P12",0,"012"
"9185",1985,10,"P13",0,"013"
"9185",1985,10,"P14",0,"014"
"9185",1985,10,"P15",0,"015"
"9185",1985,10,"P16",0,"016"
"9185",1985,10,"P17",0,"017"
"9185",1985,10,"P18",0,"018"
"9185",1985,10,"P19",0,"019"
"9185",1985,10,"P20",0,"020"
"9185",1985,10,"P21",0,"021"
"9185",1985,10,"P22",0,"022"
"9185",1985,10,"P23",7,"023"
"9185",1985,10,"P24",15,"024"
"9185",1985,10,"P25",0,"025"
"9185",1985,10,"P26",53,"026"
"9185",1985,10,"P27",-3,"027"
"9185",1985,10,"P28",0,"028"
"9185",1985,10,"P29",0,"029"
"9185",1985,10,"P30",0,"030"
"9185",1985,10,"P31",5,"031"
"9185",1985,11,"P1",3,"01"
"9185",1985,11,"P2",2,"02"
"9185",1985,11,"P3",11,"03"
"9185",1985,11,"P4",3,"04"
"9185",1985,11,"P5",53,"05"
"9185",1985,11,"P6",5,"06"
"9185",1985,11,"P7",0,"07"
"9185",1985,11,"P8",0,"08"
"9185",1985,11,"P9",0,"09"
"9185",1985,11,"P10",105,"010"
"9185",1985,11,"P11",152,"011"
"9185",1985,11,"P12",50,"012"
"9185",1985,11,"P13",0,"013"
"9185",1985,11,"P14",0,"014"
"9185",1985,11,"P15",0,"015"
"9185",1985,11,"P16",0,"016"
"9185",1985,11,"P17",0,"017"
"9185",1985,11,"P18",0,"018"
"9185",1985,11,"P19",0,"019"
"9185",1985,11,"P20",100,"020"
"9185",1985,11,"P21",0,"021"
"9185",1985,11,"P22",0,"022"
"9185",1985,11,"P23",0,"023"
"9185",1985,11,"P24",0,"024"
"9185",1985,11,"P25",51,"025"
"9185",1985,11,"P26",21,"026"
"9185",1985,11,"P27",0,"027"
"9185",1985,11,"P28",0,"028"
"9185",1985,11,"P29",0,"029"
"9185",1985,11,"P30",0,"030"
"9185",1985,11,"P31",NA,"031"
"9185",1985,12,"P1",0,"01"
"9185",1985,12,"P2",0,"02"
"9185",1985,12,"P3",0,"03"
"9185",1985,12,"P4",0,"04"
"9185",1985,12,"P5",42,"05"
"9185",1985,12,"P6",5,"06"
"9185",1985,12,"P7",-3,"07"
"9185",1985,12,"P8",-3,"08"
"9185",1985,12,"P9",0,"09"
"9185",1985,12,"P10",0,"010"
"9185",1985,12,"P11",0,"011"
"9185",1985,12,"P12",0,"012"
"9185",1985,12,"P13",0,"013"
"9185",1985,12,"P14",0,"014"
"9185",1985,12,"P15",0,"015"
"9185",1985,12,"P16",0,"016"
"9185",1985,12,"P17",0,"017"
"9185",1985,12,"P18",0,"018"
"9185",1985,12,"P19",0,"019"
"9185",1985,12,"P20",0,"020"
"9185",1985,12,"P21",0,"021"
"9185",1985,12,"P22",45,"022"
"9185",1985,12,"P23",45,"023"
"9185",1985,12,"P24",3,"024"
"9185",1985,12,"P25",64,"025"
"9185",1985,12,"P26",0,"026"
"9185",1985,12,"P27",143,"027"
"9185",1985,12,"P28",24,"028"
"9185",1985,12,"P29",46,"029"
"9185",1985,12,"P30",0,"030"
"9185",1985,12,"P31",0,"031"
"9185",1986,1,"P1",72,"01"
"9185",1986,1,"P2",33,"02"
"9185",1986,1,"P3",0,"03"
"9185",1986,1,"P4",4,"04"
"9185",1986,1,"P5",12,"05"
"9185",1986,1,"P6",0,"06"
"9185",1986,1,"P7",21,"07"
"9185",1986,1,"P8",0,"08"
"9185",1986,1,"P9",21,"09"
"9185",1986,1,"P10",0,"010"
"9185",1986,1,"P11",0,"011"
"9185",1986,1,"P12",21,"012"
"9185",1986,1,"P13",0,"013"
"9185",1986,1,"P14",0,"014"
"9185",1986,1,"P15",75,"015"
"9185",1986,1,"P16",25,"016"
"9185",1986,1,"P17",21,"017"
"9185",1986,1,"P18",0,"018"
"9185",1986,1,"P19",0,"019"
"9185",1986,1,"P20",0,"020"
"9185",1986,1,"P21",32,"021"
"9185",1986,1,"P22",21,"022"
"9185",1986,1,"P23",0,"023"
"9185",1986,1,"P24",12,"024"
"9185",1986,1,"P25",0,"025"
"9185",1986,1,"P26",0,"026"
"9185",1986,1,"P27",0,"027"
"9185",1986,1,"P28",22,"028"
"9185",1986,1,"P29",66,"029"
"9185",1986,1,"P30",51,"030"
"9185",1986,1,"P31",54,"031"
"9185",1986,2,"P1",105,"01"
"9185",1986,2,"P2",36,"02"
"9185",1986,2,"P3",0,"03"
