"INDICATIVO","year","month","name_day","P_10mm","day"
"9185",1982,2,"P26",0,"026"
"9185",1982,2,"P27",20,"027"
"9185",1982,2,"P28",0,"028"
"9185",1982,2,"P29",NA,"029"
"9185",1982,2,"P30",NA,"030"
"9185",1982,2,"P31",NA,"031"
"9185",1982,3,"P1",12,"01"
"9185",1982,3,"P2",0,"02"
"9185",1982,3,"P3",43,"03"
"9185",1982,3,"P4",45,"04"
"9185",1982,3,"P5",0,"05"
"9185",1982,3,"P6",12,"06"
"9185",1982,3,"P7",0,"07"
"9185",1982,3,"P8",0,"08"
"9185",1982,3,"P9",0,"09"
"9185",1982,3,"P10",0,"010"
"9185",1982,3,"P11",0,"011"
"9185",1982,3,"P12",0,"012"
"9185",1982,3,"P13",0,"013"
"9185",1982,3,"P14",0,"014"
"9185",1982,3,"P15",0,"015"
"9185",1982,3,"P16",0,"016"
"9185",1982,3,"P17",23,"017"
"9185",1982,3,"P18",2,"018"
"9185",1982,3,"P19",63,"019"
"9185",1982,3,"P20",12,"020"
"9185",1982,3,"P21",21,"021"
"9185",1982,3,"P22",-3,"022"
"9185",1982,3,"P23",-3,"023"
"9185",1982,3,"P24",0,"024"
"9185",1982,3,"P25",0,"025"
"9185",1982,3,"P26",0,"026"
"9185",1982,3,"P27",0,"027"
"9185",1982,3,"P28",-3,"028"
"9185",1982,3,"P29",21,"029"
"9185",1982,3,"P30",32,"030"
"9185",1982,3,"P31",144,"031"
"9185",1982,4,"P1",0,"01"
"9185",1982,4,"P2",0,"02"
"9185",1982,4,"P3",0,"03"
"9185",1982,4,"P4",52,"04"
"9185",1982,4,"P5",53,"05"
"9185",1982,4,"P6",0,"06"
"9185",1982,4,"P7",0,"07"
"9185",1982,4,"P8",0,"08"
"9185",1982,4,"P9",0,"09"
"9185",1982,4,"P10",0,"010"
"9185",1982,4,"P11",0,"011"
"9185",1982,4,"P12",142,"012"
"9185",1982,4,"P13",0,"013"
"9185",1982,4,"P14",0,"014"
"9185",1982,4,"P15",0,"015"
"9185",1982,4,"P16",71,"016"
"9185",1982,4,"P17",11,"017"
"9185",1982,4,"P18",81,"018"
"9185",1982,4,"P19",0,"019"
"9185",1982,4,"P20",0,"020"
"9185",1982,4,"P21",0,"021"
"9185",1982,4,"P22",0,"022"
"9185",1982,4,"P23",0,"023"
"9185",1982,4,"P24",0,"024"
"9185",1982,4,"P25",0,"025"
"9185",1982,4,"P26",0,"026"
"9185",1982,4,"P27",0,"027"
"9185",1982,4,"P28",0,"028"
"9185",1982,4,"P29",0,"029"
"9185",1982,4,"P30",0,"030"
"9185",1982,4,"P31",NA,"031"
"9185",1982,5,"P1",0,"01"
"9185",1982,5,"P2",0,"02"
"9185",1982,5,"P3",22,"03"
"9185",1982,5,"P4",0,"04"
"9185",1982,5,"P5",0,"05"
"9185",1982,5,"P6",0,"06"
"9185",1982,5,"P7",0,"07"
"9185",1982,5,"P8",0,"08"
"9185",1982,5,"P9",0,"09"
"9185",1982,5,"P10",0,"010"
"9185",1982,5,"P11",0,"011"
"9185",1982,5,"P12",0,"012"
"9185",1982,5,"P13",0,"013"
"9185",1982,5,"P14",31,"014"
"9185",1982,5,"P15",52,"015"
"9185",1982,5,"P16",0,"016"
"9185",1982,5,"P17",36,"017"
"9185",1982,5,"P18",52,"018"
"9185",1982,5,"P19",110,"019"
"9185",1982,5,"P20",0,"020"
"9185",1982,5,"P21",0,"021"
"9185",1982,5,"P22",0,"022"
"9185",1982,5,"P23",0,"023"
"9185",1982,5,"P24",0,"024"
"9185",1982,5,"P25",110,"025"
"9185",1982,5,"P26",13,"026"
"9185",1982,5,"P27",160,"027"
"9185",1982,5,"P28",125,"028"
"9185",1982,5,"P29",14,"029"
"9185",1982,5,"P30",23,"030"
"9185",1982,5,"P31",12,"031"
"9185",1982,6,"P1",10,"01"
"9185",1982,6,"P2",430,"02"
"9185",1982,6,"P3",20,"03"
"9185",1982,6,"P4",0,"04"
"9185",1982,6,"P5",22,"05"
"9185",1982,6,"P6",0,"06"
"9185",1982,6,"P7",0,"07"
"9185",1982,6,"P8",171,"08"
"9185",1982,6,"P9",183,"09"
"9185",1982,6,"P10",75,"010"
"9185",1982,6,"P11",36,"011"
"9185",1982,6,"P12",0,"012"
"9185",1982,6,"P13",0,"013"
"9185",1982,6,"P14",0,"014"
"9185",1982,6,"P15",0,"015"
"9185",1982,6,"P16",0,"016"
"9185",1982,6,"P17",0,"017"
"9185",1982,6,"P18",0,"018"
"9185",1982,6,"P19",0,"019"
"9185",1982,6,"P20",0,"020"
"9185",1982,6,"P21",0,"021"
"9185",1982,6,"P22",0,"022"
"9185",1982,6,"P23",0,"023"
"9185",1982,6,"P24",0,"024"
"9185",1982,6,"P25",0,"025"
"9185",1982,6,"P26",0,"026"
"9185",1982,6,"P27",0,"027"
"9185",1982,6,"P28",0,"028"
"9185",1982,6,"P29",0,"029"
"9185",1982,6,"P30",0,"030"
"9185",1982,6,"P31",NA,"031"
"9185",1982,7,"P1",12,"01"
"9185",1982,7,"P2",32,"02"
"9185",1982,7,"P3",41,"03"
"9185",1982,7,"P4",0,"04"
"9185",1982,7,"P5",0,"05"
"9185",1982,7,"P6",0,"06"
"9185",1982,7,"P7",0,"07"
"9185",1982,7,"P8",0,"08"
"9185",1982,7,"P9",0,"09"
"9185",1982,7,"P10",0,"010"
"9185",1982,7,"P11",0,"011"
"9185",1982,7,"P12",0,"012"
"9185",1982,7,"P13",0,"013"
"9185",1982,7,"P14",0,"014"
"9185",1982,7,"P15",0,"015"
"9185",1982,7,"P16",0,"016"
"9185",1982,7,"P17",0,"017"
"9185",1982,7,"P18",0,"018"
"9185",1982,7,"P19",0,"019"
"9185",1982,7,"P20",0,"020"
"9185",1982,7,"P21",0,"021"
"9185",1982,7,"P22",0,"022"
"9185",1982,7,"P23",0,"023"
"9185",1982,7,"P24",0,"024"
"9185",1982,7,"P25",0,"025"
"9185",1982,7,"P26",0,"026"
"9185",1982,7,"P27",0,"027"
"9185",1982,7,"P28",24,"028"
"9185",1982,7,"P29",363,"029"
"9185",1982,7,"P30",64,"030"
"9185",1982,7,"P31",0,"031"
"9185",1982,8,"P1",13,"01"
"9185",1982,8,"P2",22,"02"
"9185",1982,8,"P3",0,"03"
"9185",1982,8,"P4",0,"04"
"9185",1982,8,"P5",0,"05"
"9185",1982,8,"P6",5,"06"
"9185",1982,8,"P7",0,"07"
"9185",1982,8,"P8",0,"08"
"9185",1982,8,"P9",0,"09"
"9185",1982,8,"P10",0,"010"
"9185",1982,8,"P11",0,"011"
"9185",1982,8,"P12",0,"012"
"9185",1982,8,"P13",0,"013"
"9185",1982,8,"P14",0,"014"
"9185",1982,8,"P15",0,"015"
"9185",1982,8,"P16",-3,"016"
"9185",1982,8,"P17",0,"017"
"9185",1982,8,"P18",0,"018"
"9185",1982,8,"P19",0,"019"
"9185",1982,8,"P20",7,"020"
"9185",1982,8,"P21",0,"021"
"9185",1982,8,"P22",13,"022"
"9185",1982,8,"P23",0,"023"
"9185",1982,8,"P24",0,"024"
"9185",1982,8,"P25",5,"025"
"9185",1982,8,"P26",0,"026"
"9185",1982,8,"P27",194,"027"
"9185",1982,8,"P28",0,"028"
"9185",1982,8,"P29",0,"029"
"9185",1982,8,"P30",52,"030"
"9185",1982,8,"P31",0,"031"
"9185",1982,9,"P1",0,"01"
"9185",1982,9,"P2",0,"02"
"9185",1982,9,"P3",0,"03"
"9185",1982,9,"P4",0,"04"
"9185",1982,9,"P5",0,"05"
"9185",1982,9,"P6",0,"06"
"9185",1982,9,"P7",0,"07"
"9185",1982,9,"P8",0,"08"
"9185",1982,9,"P9",0,"09"
"9185",1982,9,"P10",5,"010"
"9185",1982,9,"P11",0,"011"
"9185",1982,9,"P12",0,"012"
"9185",1982,9,"P13",0,"013"
"9185",1982,9,"P14",0,"014"
"9185",1982,9,"P15",0,"015"
"9185",1982,9,"P16",81,"016"
"9185",1982,9,"P17",102,"017"
"9185",1982,9,"P18",5,"018"
"9185",1982,9,"P19",62,"019"
"9185",1982,9,"P20",31,"020"
"9185",1982,9,"P21",0,"021"
"9185",1982,9,"P22",0,"022"
"9185",1982,9,"P23",0,"023"
"9185",1982,9,"P24",2,"024"
"9185",1982,9,"P25",222,"025"
"9185",1982,9,"P26",0,"026"
"9185",1982,9,"P27",0,"027"
"9185",1982,9,"P28",0,"028"
"9185",1982,9,"P29",100,"029"
"9185",1982,9,"P30",0,"030"
"9185",1982,9,"P31",NA,"031"
"9185",1982,10,"P1",0,"01"
"9185",1982,10,"P2",0,"02"
"9185",1982,10,"P3",0,"03"
"9185",1982,10,"P4",41,"04"
"9185",1982,10,"P5",62,"05"
"9185",1982,10,"P6",0,"06"
"9185",1982,10,"P7",0,"07"
"9185",1982,10,"P8",0,"08"
"9185",1982,10,"P9",13,"09"
"9185",1982,10,"P10",32,"010"
"9185",1982,10,"P11",0,"011"
"9185",1982,10,"P12",42,"012"
"9185",1982,10,"P13",30,"013"
"9185",1982,10,"P14",0,"014"
"9185",1982,10,"P15",0,"015"
"9185",1982,10,"P16",0,"016"
"9185",1982,10,"P17",0,"017"
"9185",1982,10,"P18",132,"018"
"9185",1982,10,"P19",33,"019"
"9185",1982,10,"P20",1,"020"
"9185",1982,10,"P21",0,"021"
"9185",1982,10,"P22",211,"022"
"9185",1982,10,"P23",31,"023"
"9185",1982,10,"P24",0,"024"
"9185",1982,10,"P25",0,"025"
"9185",1982,10,"P26",0,"026"
"9185",1982,10,"P27",0,"027"
"9185",1982,10,"P28",0,"028"
"9185",1982,10,"P29",0,"029"
"9185",1982,10,"P30",0,"030"
"9185",1982,10,"P31",0,"031"
"9185",1982,11,"P1",0,"01"
"9185",1982,11,"P2",0,"02"
"9185",1982,11,"P3",0,"03"
"9185",1982,11,"P4",20,"04"
"9185",1982,11,"P5",0,"05"
"9185",1982,11,"P6",402,"06"
"9185",1982,11,"P7",251,"07"
"9185",1982,11,"P8",30,"08"
"9185",1982,11,"P9",0,"09"
"9185",1982,11,"P10",0,"010"
"9185",1982,11,"P11",0,"011"
"9185",1982,11,"P12",125,"012"
"9185",1982,11,"P13",52,"013"
"9185",1982,11,"P14",41,"014"
"9185",1982,11,"P15",72,"015"
"9185",1982,11,"P16",45,"016"
"9185",1982,11,"P17",0,"017"
"9185",1982,11,"P18",0,"018"
"9185",1982,11,"P19",0,"019"
"9185",1982,11,"P20",0,"020"
"9185",1982,11,"P21",0,"021"
"9185",1982,11,"P22",0,"022"
"9185",1982,11,"P23",8,"023"
"9185",1982,11,"P24",12,"024"
"9185",1982,11,"P25",42,"025"
"9185",1982,11,"P26",-3,"026"
"9185",1982,11,"P27",42,"027"
"9185",1982,11,"P28",82,"028"
"9185",1982,11,"P29",0,"029"
"9185",1982,11,"P30",0,"030"
"9185",1982,11,"P31",NA,"031"
"9185",1982,12,"P1",0,"01"
"9185",1982,12,"P2",0,"02"
"9185",1982,12,"P3",0,"03"
"9185",1982,12,"P4",0,"04"
"9185",1982,12,"P5",0,"05"
"9185",1982,12,"P6",-3,"06"
"9185",1982,12,"P7",42,"07"
"9185",1982,12,"P8",28,"08"
"9185",1982,12,"P9",18,"09"
"9185",1982,12,"P10",36,"010"
"9185",1982,12,"P11",0,"011"
"9185",1982,12,"P12",78,"012"
"9185",1982,12,"P13",166,"013"
"9185",1982,12,"P14",0,"014"
"9185",1982,12,"P15",0,"015"
"9185",1982,12,"P16",250,"016"
"9185",1982,12,"P17",170,"017"
"9185",1982,12,"P18",36,"018"
"9185",1982,12,"P19",0,"019"
"9185",1982,12,"P20",0,"020"
"9185",1982,12,"P21",0,"021"
"9185",1982,12,"P22",175,"022"
"9185",1982,12,"P23",165,"023"
"9185",1982,12,"P24",25,"024"
"9185",1982,12,"P25",0,"025"
"9185",1982,12,"P26",0,"026"
"9185",1982,12,"P27",0,"027"
"9185",1982,12,"P28",0,"028"
"9185",1982,12,"P29",0,"029"
"9185",1982,12,"P30",0,"030"
"9185",1982,12,"P31",0,"031"
"9185",1983,1,"P1",0,"01"
"9185",1983,1,"P2",0,"02"
"9185",1983,1,"P3",0,"03"
"9185",1983,1,"P4",0,"04"
"9185",1983,1,"P5",0,"05"
"9185",1983,1,"P6",-3,"06"
"9185",1983,1,"P7",6,"07"
"9185",1983,1,"P8",0,"08"
"9185",1983,1,"P9",0,"09"
"9185",1983,1,"P10",0,"010"
"9185",1983,1,"P11",0,"011"
"9185",1983,1,"P12",0,"012"
"9185",1983,1,"P13",0,"013"
"9185",1983,1,"P14",0,"014"
"9185",1983,1,"P15",0,"015"
"9185",1983,1,"P16",0,"016"
"9185",1983,1,"P17",0,"017"
"9185",1983,1,"P18",-3,"018"
"9185",1983,1,"P19",0,"019"
"9185",1983,1,"P20",0,"020"
"9185",1983,1,"P21",0,"021"
"9185",1983,1,"P22",0,"022"
"9185",1983,1,"P23",0,"023"
"9185",1983,1,"P24",0,"024"
"9185",1983,1,"P25",0,"025"
"9185",1983,1,"P26",0,"026"
"9185",1983,1,"P27",0,"027"
"9185",1983,1,"P28",0,"028"
"9185",1983,1,"P29",0,"029"
"9185",1983,1,"P30",0,"030"
"9185",1983,1,"P31",0,"031"
"9185",1983,2,"P1",2,"01"
"9185",1983,2,"P2",0,"02"
"9185",1983,2,"P3",0,"03"
"9185",1983,2,"P4",20,"04"
"9185",1983,2,"P5",0,"05"
"9185",1983,2,"P6",6,"06"
"9185",1983,2,"P7",4,"07"
"9185",1983,2,"P8",6,"08"
"9185",1983,2,"P9",164,"09"
"9185",1983,2,"P10",26,"010"
"9185",1983,2,"P11",21,"011"
"9185",1983,2,"P12",4,"012"
"9185",1983,2,"P13",0,"013"
"9185",1983,2,"P14",0,"014"
"9185",1983,2,"P15",0,"015"
"9185",1983,2,"P16",0,"016"
"9185",1983,2,"P17",0,"017"
"9185",1983,2,"P18",0,"018"
"9185",1983,2,"P19",0,"019"
"9185",1983,2,"P20",0,"020"
"9185",1983,2,"P21",2,"021"
"9185",1983,2,"P22",32,"022"
"9185",1983,2,"P23",6,"023"
"9185",1983,2,"P24",2,"024"
"9185",1983,2,"P25",62,"025"
"9185",1983,2,"P26",-3,"026"
"9185",1983,2,"P27",0,"027"
"9185",1983,2,"P28",0,"028"
"9185",1983,2,"P29",NA,"029"
"9185",1983,2,"P30",NA,"030"
"9185",1983,2,"P31",NA,"031"
"9185",1983,3,"P1",0,"01"
"9185",1983,3,"P2",0,"02"
"9185",1983,3,"P3",0,"03"
"9185",1983,3,"P4",0,"04"
"9185",1983,3,"P5",0,"05"
"9185",1983,3,"P6",0,"06"
"9185",1983,3,"P7",0,"07"
"9185",1983,3,"P8",0,"08"
"9185",1983,3,"P9",25,"09"
"9185",1983,3,"P10",0,"010"
"9185",1983,3,"P11",0,"011"
"9185",1983,3,"P12",0,"012"
"9185",1983,3,"P13",0,"013"
"9185",1983,3,"P14",0,"014"
"9185",1983,3,"P15",52,"015"
"9185",1983,3,"P16",25,"016"
"9185",1983,3,"P17",0,"017"
"9185",1983,3,"P18",0,"018"
"9185",1983,3,"P19",0,"019"
"9185",1983,3,"P20",0,"020"
"9185",1983,3,"P21",0,"021"
"9185",1983,3,"P22",0,"022"
"9185",1983,3,"P23",0,"023"
"9185",1983,3,"P24",105,"024"
"9185",1983,3,"P25",35,"025"
"9185",1983,3,"P26",26,"026"
"9185",1983,3,"P27",42,"027"
"9185",1983,3,"P28",22,"028"
"9185",1983,3,"P29",33,"029"
"9185",1983,3,"P30",-3,"030"
"9185",1983,3,"P31",82,"031"
"9185",1983,4,"P1",42,"01"
"9185",1983,4,"P2",15,"02"
"9185",1983,4,"P3",3,"03"
"9185",1983,4,"P4",0,"04"
"9185",1983,4,"P5",0,"05"
"9185",1983,4,"P6",0,"06"
"9185",1983,4,"P7",0,"07"
"9185",1983,4,"P8",0,"08"
"9185",1983,4,"P9",0,"09"
"9185",1983,4,"P10",0,"010"
"9185",1983,4,"P11",-3,"011"
"9185",1983,4,"P12",0,"012"
"9185",1983,4,"P13",0,"013"
"9185",1983,4,"P14",0,"014"
"9185",1983,4,"P15",0,"015"
"9185",1983,4,"P16",0,"016"
"9185",1983,4,"P17",193,"017"
"9185",1983,4,"P18",42,"018"
"9185",1983,4,"P19",38,"019"
"9185",1983,4,"P20",275,"020"
"9185",1983,4,"P21",0,"021"
"9185",1983,4,"P22",136,"022"
"9185",1983,4,"P23",35,"023"
"9185",1983,4,"P24",74,"024"
"9185",1983,4,"P25",11,"025"
"9185",1983,4,"P26",13,"026"
"9185",1983,4,"P27",0,"027"
"9185",1983,4,"P28",0,"028"
"9185",1983,4,"P29",27,"029"
"9185",1983,4,"P30",62,"030"
"9185",1983,4,"P31",NA,"031"
"9185",1983,5,"P1",32,"01"
"9185",1983,5,"P2",-3,"02"
"9185",1983,5,"P3",0,"03"
"9185",1983,5,"P4",0,"04"
"9185",1983,5,"P5",0,"05"
"9185",1983,5,"P6",62,"06"
"9185",1983,5,"P7",4,"07"
"9185",1983,5,"P8",-3,"08"
"9185",1983,5,"P9",3,"09"
"9185",1983,5,"P10",0,"010"
"9185",1983,5,"P11",22,"011"
"9185",1983,5,"P12",64,"012"
"9185",1983,5,"P13",0,"013"
"9185",1983,5,"P14",16,"014"
"9185",1983,5,"P15",27,"015"
"9185",1983,5,"P16",15,"016"
"9185",1983,5,"P17",0,"017"
"9185",1983,5,"P18",0,"018"
"9185",1983,5,"P19",0,"019"
"9185",1983,5,"P20",35,"020"
"9185",1983,5,"P21",52,"021"
"9185",1983,5,"P22",0,"022"
"9185",1983,5,"P23",-3,"023"
"9185",1983,5,"P24",0,"024"
"9185",1983,5,"P25",0,"025"
"9185",1983,5,"P26",0,"026"
"9185",1983,5,"P27",0,"027"
"9185",1983,5,"P28",6,"028"
"9185",1983,5,"P29",0,"029"
"9185",1983,5,"P30",3,"030"
"9185",1983,5,"P31",0,"031"
"9185",1983,6,"P1",0,"01"
"9185",1983,6,"P2",0,"02"
"9185",1983,6,"P3",0,"03"
"9185",1983,6,"P4",0,"04"
"9185",1983,6,"P5",0,"05"
"9185",1983,6,"P6",0,"06"
"9185",1983,6,"P7",0,"07"
"9185",1983,6,"P8",0,"08"
"9185",1983,6,"P9",0,"09"
"9185",1983,6,"P10",0,"010"
"9185",1983,6,"P11",0,"011"
"9185",1983,6,"P12",0,"012"
"9185",1983,6,"P13",0,"013"
"9185",1983,6,"P14",0,"014"
"9185",1983,6,"P15",0,"015"
"9185",1983,6,"P16",0,"016"
"9185",1983,6,"P17",0,"017"
"9185",1983,6,"P18",0,"018"
"9185",1983,6,"P19",0,"019"
"9185",1983,6,"P20",0,"020"
"9185",1983,6,"P21",0,"021"
"9185",1983,6,"P22",25,"022"
"9185",1983,6,"P23",31,"023"
"9185",1983,6,"P24",59,"024"
"9185",1983,6,"P25",60,"025"
"9185",1983,6,"P26",8,"026"
"9185",1983,6,"P27",-3,"027"
"9185",1983,6,"P28",0,"028"
"9185",1983,6,"P29",0,"029"
"9185",1983,6,"P30",0,"030"
"9185",1983,6,"P31",NA,"031"
"9185",1983,7,"P1",0,"01"
"9185",1983,7,"P2",67,"02"
"9185",1983,7,"P3",442,"03"
"9185",1983,7,"P4",84,"04"
"9185",1983,7,"P5",4,"05"
"9185",1983,7,"P6",71,"06"
"9185",1983,7,"P7",0,"07"
"9185",1983,7,"P8",0,"08"
"9185",1983,7,"P9",0,"09"
"9185",1983,7,"P10",0,"010"
"9185",1983,7,"P11",0,"011"
"9185",1983,7,"P12",0,"012"
"9185",1983,7,"P13",0,"013"
"9185",1983,7,"P14",0,"014"
"9185",1983,7,"P15",0,"015"
"9185",1983,7,"P16",0,"016"
"9185",1983,7,"P17",0,"017"
"9185",1983,7,"P18",0,"018"
"9185",1983,7,"P19",0,"019"
"9185",1983,7,"P20",0,"020"
"9185",1983,7,"P21",0,"021"
"9185",1983,7,"P22",-3,"022"
"9185",1983,7,"P23",0,"023"
"9185",1983,7,"P24",0,"024"
"9185",1983,7,"P25",0,"025"
"9185",1983,7,"P26",85,"026"
"9185",1983,7,"P27",13,"027"
"9185",1983,7,"P28",0,"028"
"9185",1983,7,"P29",0,"029"
"9185",1983,7,"P30",0,"030"
"9185",1983,7,"P31",0,"031"
"9185",1983,8,"P1",0,"01"
"9185",1983,8,"P2",0,"02"
"9185",1983,8,"P3",0,"03"
"9185",1983,8,"P4",60,"04"
"9185",1983,8,"P5",2,"05"
"9185",1983,8,"P6",0,"06"
"9185",1983,8,"P7",52,"07"
"9185",1983,8,"P8",108,"08"
"9185",1983,8,"P9",0,"09"
"9185",1983,8,"P10",61,"010"
"9185",1983,8,"P11",0,"011"
"9185",1983,8,"P12",0,"012"
"9185",1983,8,"P13",0,"013"
"9185",1983,8,"P14",0,"014"
"9185",1983,8,"P15",0,"015"
"9185",1983,8,"P16",21,"016"
"9185",1983,8,"P17",0,"017"
"9185",1983,8,"P18",21,"018"
"9185",1983,8,"P19",0,"019"
"9185",1983,8,"P20",0,"020"
"9185",1983,8,"P21",61,"021"
"9185",1983,8,"P22",60,"022"
"9185",1983,8,"P23",3,"023"
"9185",1983,8,"P24",162,"024"
"9185",1983,8,"P25",174,"025"
"9185",1983,8,"P26",41,"026"
"9185",1983,8,"P27",31,"027"
"9185",1983,8,"P28",23,"028"
"9185",1983,8,"P29",0,"029"
"9185",1983,8,"P30",241,"030"
"9185",1983,8,"P31",283,"031"
"9185",1983,9,"P1",0,"01"
"9185",1983,9,"P2",0,"02"
"9185",1983,9,"P3",0,"03"
"9185",1983,9,"P4",0,"04"
"9185",1983,9,"P5",0,"05"
"9185",1983,9,"P6",0,"06"
"9185",1983,9,"P7",0,"07"
"9185",1983,9,"P8",0,"08"
"9185",1983,9,"P9",0,"09"
"9185",1983,9,"P10",0,"010"
"9185",1983,9,"P11",0,"011"
"9185",1983,9,"P12",0,"012"
"9185",1983,9,"P13",0,"013"
"9185",1983,9,"P14",0,"014"
"9185",1983,9,"P15",0,"015"
"9185",1983,9,"P16",0,"016"
"9185",1983,9,"P17",0,"017"
"9185",1983,9,"P18",0,"018"
"9185",1983,9,"P19",0,"019"
"9185",1983,9,"P20",0,"020"
"9185",1983,9,"P21",0,"021"
"9185",1983,9,"P22",0,"022"
"9185",1983,9,"P23",0,"023"
"9185",1983,9,"P24",0,"024"
"9185",1983,9,"P25",0,"025"
"9185",1983,9,"P26",0,"026"
"9185",1983,9,"P27",0,"027"
"9185",1983,9,"P28",0,"028"
"9185",1983,9,"P29",33,"029"
"9185",1983,9,"P30",12,"030"
"9185",1983,9,"P31",NA,"031"
"9185",1983,10,"P1",0,"01"
"9185",1983,10,"P2",0,"02"
"9185",1983,10,"P3",0,"03"
"9185",1983,10,"P4",0,"04"
"9185",1983,10,"P5",0,"05"
"9185",1983,10,"P6",0,"06"
"9185",1983,10,"P7",0,"07"
"9185",1983,10,"P8",0,"08"
"9185",1983,10,"P9",0,"09"
"9185",1983,10,"P10",0,"010"
"9185",1983,10,"P11",0,"011"
"9185",1983,10,"P12",0,"012"
"9185",1983,10,"P13",13,"013"
"9185",1983,10,"P14",0,"014"
"9185",1983,10,"P15",0,"015"
"9185",1983,10,"P16",0,"016"
"9185",1983,10,"P17",25,"017"
"9185",1983,10,"P18",0,"018"
"9185",1983,10,"P19",0,"019"
"9185",1983,10,"P20",0,"020"
"9185",1983,10,"P21",0,"021"
"9185",1983,10,"P22",0,"022"
"9185",1983,10,"P23",0,"023"
"9185",1983,10,"P24",0,"024"
"9185",1983,10,"P25",0,"025"
"9185",1983,10,"P26",0,"026"
"9185",1983,10,"P27",0,"027"
"9185",1983,10,"P28",14,"028"
"9185",1983,10,"P29",6,"029"
"9185",1983,10,"P30",0,"030"
"9185",1983,10,"P31",0,"031"
"9185",1983,11,"P1",0,"01"
"9185",1983,11,"P2",0,"02"
"9185",1983,11,"P3",0,"03"
"9185",1983,11,"P4",0,"04"
"9185",1983,11,"P5",0,"05"
"9185",1983,11,"P6",0,"06"
"9185",1983,11,"P7",32,"07"
"9185",1983,11,"P8",13,"08"
"9185",1983,11,"P9",62,"09"
"9185",1983,11,"P10",33,"010"
"9185",1983,11,"P11",0,"011"
"9185",1983,11,"P12",0,"012"
"9185",1983,11,"P13",34,"013"
"9185",1983,11,"P14",113,"014"
"9185",1983,11,"P15",17,"015"
"9185",1983,11,"P16",44,"016"
"9185",1983,11,"P17",2,"017"
"9185",1983,11,"P18",0,"018"
"9185",1983,11,"P19",0,"019"
"9185",1983,11,"P20",65,"020"
"9185",1983,11,"P21",0,"021"
"9185",1983,11,"P22",0,"022"
"9185",1983,11,"P23",0,"023"
"9185",1983,11,"P24",0,"024"
"9185",1983,11,"P25",0,"025"
"9185",1983,11,"P26",0,"026"
"9185",1983,11,"P27",44,"027"
"9185",1983,11,"P28",0,"028"
"9185",1983,11,"P29",0,"029"
"9185",1983,11,"P30",0,"030"
"9185",1983,11,"P31",NA,"031"
"9185",1983,12,"P1",0,"01"
"9185",1983,12,"P2",0,"02"
"9185",1983,12,"P3",0,"03"
"9185",1983,12,"P4",0,"04"
"9185",1983,12,"P5",0,"05"
"9185",1983,12,"P6",0,"06"
"9185",1983,12,"P7",0,"07"
"9185",1983,12,"P8",0,"08"
"9185",1983,12,"P9",14,"09"
"9185",1983,12,"P10",15,"010"
"9185",1983,12,"P11",12,"011"
"9185",1983,12,"P12",42,"012"
"9185",1983,12,"P13",0,"013"
"9185",1983,12,"P14",150,"014"
"9185",1983,12,"P15",75,"015"
"9185",1983,12,"P16",0,"016"
"9185",1983,12,"P17",45,"017"
"9185",1983,12,"P18",202,"018"
"9185",1983,12,"P19",142,"019"
"9185",1983,12,"P20",103,"020"
"9185",1983,12,"P21",0,"021"
"9185",1983,12,"P22",0,"022"
"9185",1983,12,"P23",0,"023"
"9185",1983,12,"P24",0,"024"
"9185",1983,12,"P25",0,"025"
"9185",1983,12,"P26",0,"026"
"9185",1983,12,"P27",0,"027"
"9185",1983,12,"P28",0,"028"
"9185",1983,12,"P29",0,"029"
"9185",1983,12,"P30",0,"030"
"9185",1983,12,"P31",0,"031"
"9185",1984,1,"P1",0,"01"
"9185",1984,1,"P2",0,"02"
"9185",1984,1,"P3",32,"03"
"9185",1984,1,"P4",123,"04"
"9185",1984,1,"P5",52,"05"
"9185",1984,1,"P6",32,"06"
"9185",1984,1,"P7",23,"07"
"9185",1984,1,"P8",23,"08"
"9185",1984,1,"P9",72,"09"
"9185",1984,1,"P10",0,"010"
"9185",1984,1,"P11",0,"011"
"9185",1984,1,"P12",42,"012"
"9185",1984,1,"P13",0,"013"
"9185",1984,1,"P14",0,"014"
"9185",1984,1,"P15",0,"015"
"9185",1984,1,"P16",0,"016"
"9185",1984,1,"P17",0,"017"
"9185",1984,1,"P18",2,"018"
"9185",1984,1,"P19",0,"019"
"9185",1984,1,"P20",0,"020"
"9185",1984,1,"P21",41,"021"
"9185",1984,1,"P22",0,"022"
"9185",1984,1,"P23",0,"023"
"9185",1984,1,"P24",0,"024"
"9185",1984,1,"P25",63,"025"
"9185",1984,1,"P26",0,"026"
"9185",1984,1,"P27",5,"027"
"9185",1984,1,"P28",4,"028"
"9185",1984,1,"P29",6,"029"
"9185",1984,1,"P30",34,"030"
"9185",1984,1,"P31",34,"031"
"9185",1984,2,"P1",22,"01"
"9185",1984,2,"P2",132,"02"
"9185",1984,2,"P3",0,"03"
"9185",1984,2,"P4",0,"04"
"9185",1984,2,"P5",0,"05"
"9185",1984,2,"P6",11,"06"
"9185",1984,2,"P7",2,"07"
"9185",1984,2,"P8",50,"08"
"9185",1984,2,"P9",25,"09"
"9185",1984,2,"P10",0,"010"
"9185",1984,2,"P11",0,"011"
"9185",1984,2,"P12",0,"012"
"9185",1984,2,"P13",0,"013"
"9185",1984,2,"P14",0,"014"
