INDICATIVO,year,month,day,HUMAX,HUMIN
2017Y,2016,3,20,100,71
2017Y,2016,3,21,97,64
2017Y,2016,3,22,91,72
2017Y,2016,3,23,88,73
2017Y,2016,3,24,83,19
2017Y,2016,3,25,96,57
2017Y,2016,3,26,99,56
2017Y,2016,3,27,93,45
2017Y,2016,3,28,95,61
2017Y,2016,3,29,96,68
2017Y,2016,3,30,99,38
2017Y,2016,3,31,93,77
2017Y,2016,4,1,88,55
2017Y,2016,4,2,90,33
2017Y,2016,4,3,92,63
2017Y,2016,4,4,98,86
2017Y,2016,4,5,97,81
2017Y,2016,4,6,88,50
2017Y,2016,4,7,91,63
2017Y,2016,4,8,93,74
2017Y,2016,4,9,89,49
2017Y,2016,4,10,96,48
2017Y,2016,4,11,98,62
2017Y,2016,4,12,98,80
2017Y,2016,4,13,97,48
2017Y,2016,4,14,97,60
2017Y,2016,4,15,99,44
2017Y,2016,4,16,94,72
2017Y,2016,4,17,99,43
2017Y,2016,4,18,95,42
2017Y,2016,4,19,96,65
2017Y,2016,4,20,98,73
2017Y,2016,4,21,98,48
2017Y,2016,4,22,94,67
2017Y,2016,4,23,99,63
2017Y,2016,4,24,92,68
2017Y,2016,4,25,87,33
2017Y,2016,4,26,91,36
2017Y,2016,4,27,94,63
2017Y,2016,4,28,96,54
2017Y,2016,4,29,95,40
2017Y,2016,4,30,96,53
2017Y,2016,5,1,80,43
2017Y,2016,5,2,83,18
2017Y,2016,5,3,63,24
2017Y,2016,5,4,82,29
2017Y,2016,5,5,86,35
2017Y,2016,5,6,98,68
2017Y,2016,5,7,100,63
2017Y,2016,5,8,100,93
2017Y,2016,5,9,100,73
2017Y,2016,5,10,98,64
2017Y,2016,5,11,98,46
2017Y,2016,5,12,97,46
2017Y,2016,5,13,94,68
2017Y,2016,5,14,92,70
2017Y,2016,5,15,91,65
2017Y,2016,5,16,85,46
2017Y,2016,5,17,92,50
2017Y,2016,5,18,94,34
2017Y,2016,5,19,93,53
2017Y,2016,5,20,89,24
2017Y,2016,5,21,84,37
2017Y,2016,5,22,91,28
2017Y,2016,5,23,85,41
2017Y,2016,5,24,87,42
2017Y,2016,5,25,94,48
2017Y,2016,5,26,89,44
2017Y,2016,5,27,94,40
2017Y,2016,5,28,91,47
2017Y,2016,5,29,91,57
2017Y,2016,5,30,95,47
2017Y,2016,5,31,89,55
2017Y,2016,6,1,74,27
2017Y,2016,6,2,89,43
2017Y,2016,6,3,96,39
2017Y,2016,6,4,97,57
2017Y,2016,6,5,96,49
2017Y,2016,6,6,94,40
2017Y,2016,6,7,94,37
2017Y,2016,6,8,90,41
2017Y,2016,6,9,85,41
2017Y,2016,6,10,88,65
2017Y,2016,6,11,92,53
2017Y,2016,6,12,91,49
2017Y,2016,6,13,96,44
2017Y,2016,6,14,95,44
2017Y,2016,6,15,87,54
2017Y,2016,6,16,92,51
2017Y,2016,6,17,98,55
2017Y,2016,6,18,95,62
2017Y,2016,6,19,85,52
2017Y,2016,6,20,80,45
2017Y,2016,6,21,85,33
2017Y,2016,6,22,89,31
2017Y,2016,6,23,85,29
2017Y,2016,6,24,91,36
2017Y,2016,6,25,91,73
2017Y,2016,6,26,93,68
2017Y,2016,6,27,84,35
2017Y,2016,6,28,82,33
2017Y,2016,7,2,95,40
2017Y,2016,7,3,71,27
2017Y,2016,7,4,95,33
2017Y,2016,7,5,96,53
2017Y,2016,7,6,95,35
2017Y,2016,7,7,95,47
2017Y,2016,7,8,91,50
2017Y,2016,7,9,94,39
2017Y,2016,7,10,86,34
2017Y,2016,7,11,88,36
2017Y,2016,7,12,90,66
2017Y,2016,7,13,88,51
2017Y,2016,7,14,85,44
2017Y,2016,7,15,84,29
2017Y,2016,7,16,65,24
2017Y,2016,7,17,68,22
2017Y,2016,7,18,77,23
2017Y,2016,7,19,76,21
2017Y,2016,7,20,94,37
2017Y,2016,7,21,96,31
2017Y,2016,7,22,90,65
2017Y,2016,7,23,94,63
2017Y,2016,7,24,84,22
2017Y,2016,7,25,67,23
2017Y,2016,7,26,77,24
2017Y,2016,7,27,75,40
2017Y,2016,7,28,69,25
2017Y,2016,7,29,73,32
2017Y,2016,7,30,84,22
2017Y,2016,7,31,90,57
2017Y,2016,8,1,90,39
2017Y,2016,8,2,82,30
2017Y,2016,8,3,73,21
2017Y,2016,8,4,88,25
2017Y,2016,8,5,91,44
2017Y,2016,8,6,79,22
2017Y,2016,8,7,51,24
2017Y,2016,8,8,71,23
2017Y,2016,8,9,87,46
2017Y,2016,8,10,88,40
2017Y,2016,8,11,82,41
2017Y,2016,8,12,68,22
2017Y,2016,8,13,79,22
2017Y,2016,8,14,84,24
2017Y,2016,8,15,86,25
2017Y,2016,8,16,90,27
2017Y,2016,8,17,85,25
2017Y,2016,8,18,90,26
2017Y,2016,8,19,87,30
2017Y,2016,8,20,82,62
2017Y,2016,8,21,82,20
2017Y,2016,8,22,67,19
2017Y,2016,8,23,69,22
2017Y,2016,8,24,78,24
2017Y,2016,8,25,69,18
2017Y,2016,8,26,79,23
2017Y,2016,8,27,81,26
2017Y,2016,8,28,85,22
2017Y,2016,8,29,90,63
2017Y,2016,8,30,87,31
2017Y,2016,8,31,86,48
2017Y,2016,9,1,94,39
2017Y,2016,9,2,84,33
2017Y,2016,9,3,81,21
2017Y,2016,9,4,68,21
2017Y,2016,9,5,64,17
2017Y,2016,9,6,59,15
2017Y,2016,9,7,65,15
2017Y,2016,9,8,94,58
2017Y,2016,9,9,93,44
2017Y,2016,9,10,90,30
2017Y,2016,9,11,85,27
2017Y,2016,9,12,81,24
2017Y,2016,9,13,95,42
2017Y,2016,9,14,97,72
2017Y,2016,9,15,92,66
2017Y,2016,9,16,93,73
2017Y,2016,9,17,92,75
2017Y,2016,9,18,94,70
2017Y,2016,9,19,92,46
2017Y,2016,9,20,88,53
2017Y,2016,9,21,94,31
2017Y,2016,9,22,87,23
2017Y,2016,9,23,94,36
2017Y,2016,9,24,97,26
2017Y,2016,9,25,90,46
2017Y,2016,9,26,92,39
2017Y,2016,9,27,96,58
2017Y,2016,9,28,87,46
2017Y,2016,9,29,92,28
2017Y,2016,9,30,93,31
2017Y,2016,10,1,86,32
2017Y,2016,10,2,94,28
2017Y,2016,10,3,95,29
2017Y,2016,10,4,92,28
2017Y,2016,10,5,94,29
2017Y,2016,10,6,87,41
2017Y,2016,10,7,95,19
2017Y,2016,10,8,86,35
2017Y,2016,10,9,86,51
2017Y,2016,10,10,86,32
2017Y,2016,10,11,85,28
2017Y,2016,10,12,98,67
2017Y,2016,10,13,98,62
2017Y,2016,10,14,94,47
2017Y,2016,10,15,99,38
2017Y,2016,10,16,95,45
2017Y,2016,10,17,95,62
2017Y,2016,10,18,91,49
2017Y,2016,10,19,94,48
2017Y,2016,10,20,90,55
2017Y,2016,10,21,87,43
2017Y,2016,10,22,97,61
2017Y,2016,10,23,98,84
2017Y,2016,10,24,99,88
2017Y,2016,10,25,99,61
2017Y,2016,10,26,98,51
2017Y,2016,10,27,95,26
2017Y,2016,10,28,85,36
2017Y,2016,10,29,76,14
2017Y,2016,10,30,59,13
2017Y,2016,10,31,71,20
2017Y,2016,11,1,74,28
2017Y,2016,11,2,70,29
2017Y,2016,11,3,83,34
2017Y,2016,11,4,96,75
2017Y,2016,11,5,96,83
2017Y,2016,11,6,96,61
2017Y,2016,11,7,95,69
2017Y,2016,11,8,92,63
2017Y,2016,11,9,94,51
2017Y,2016,11,10,98,54
2017Y,2016,11,11,97,65
2017Y,2016,11,12,97,66
2017Y,2016,11,13,93,65
2017Y,2016,11,14,91,63
2017Y,2016,11,15,84,33
2017Y,2016,11,16,88,42
2017Y,2016,11,17,92,46
2017Y,2016,11,18,97,74
2017Y,2016,11,19,94,56
2017Y,2016,11,20,99,75
2017Y,2016,11,21,99,66
2017Y,2016,11,22,98,86
2017Y,2016,11,23,98,92
2017Y,2016,11,24,99,86
2017Y,2016,11,25,98,75
2017Y,2016,11,26,100,96
2017Y,2016,11,27,100,89
2017Y,2016,11,28,96,69
2017Y,2016,11,29,98,86
2017Y,2016,11,30,99,85
2017Y,2016,12,1,100,66
2017Y,2016,12,2,100,69
2017Y,2016,12,3,100,75
2017Y,2016,12,4,100,97
2017Y,2016,12,5,100,94
2017Y,2016,12,6,100,65
2017Y,2016,12,7,97,62
2017Y,2016,12,8,100,91
2017Y,2016,12,9,100,59
2017Y,2016,12,10,99,70
2017Y,2016,12,11,91,64
2017Y,2016,12,12,94,58
2017Y,2016,12,13,99,82
2017Y,2016,12,14,100,80
2017Y,2016,12,15,98,68
2017Y,2016,12,16,99,93
2017Y,2016,12,17,97,81
2017Y,2016,12,18,97,56
2017Y,2016,12,19,92,37
2017Y,2016,12,20,94,77
2017Y,2016,12,21,96,80
2017Y,2016,12,22,98,89
2017Y,2016,12,23,99,72
2017Y,2016,12,24,95,65
2017Y,2016,12,25,89,12
2017Y,2016,12,26,66,19
2017Y,2016,12,27,79,29
2017Y,2016,12,28,77,25
2017Y,2016,12,29,51,11
2017Y,2016,12,30,56,14
2017Y,2016,12,31,68,28
2017Y,2017,1,1,81,41
2017Y,2017,1,2,95,52
2017Y,2017,1,3,94,42
2017Y,2017,1,4,98,57
2017Y,2017,1,5,80,25
2017Y,2017,1,6,49,12
2017Y,2017,1,7,38,16
2017Y,2017,1,8,81,29
2017Y,2017,1,9,87,41
2017Y,2017,1,10,92,54
2017Y,2017,1,11,93,80
2017Y,2017,1,12,99,59
2017Y,2017,1,13,95,72
2017Y,2017,1,14,90,76
2017Y,2017,1,15,91,79
2017Y,2017,1,16,94,86
2017Y,2017,1,17,95,57
2017Y,2017,1,18,82,69
2017Y,2017,1,19,86,43
2017Y,2017,1,20,90,70
2017Y,2017,1,21,92,52
2017Y,2017,1,22,90,67
2017Y,2017,1,23,87,66
2017Y,2017,1,24,86,36
2017Y,2017,1,25,68,18
2017Y,2017,1,26,84,43
2017Y,2017,1,27,98,80
2017Y,2017,1,28,91,57
2017Y,2017,1,29,98,81
2017Y,2017,1,30,100,78
2017Y,2017,1,31,100,62
2017Y,2017,2,1,99,75
2017Y,2017,2,2,98,81
2017Y,2017,2,3,96,61
2017Y,2017,2,4,95,86
2017Y,2017,2,5,95,61
2017Y,2017,2,6,90,65
2017Y,2017,2,7,97,67
2017Y,2017,2,8,92,81
2017Y,2017,2,9,92,47
2017Y,2017,2,10,90,60
2017Y,2017,2,11,98,83
2017Y,2017,2,12,98,88
2017Y,2017,2,13,99,79
2017Y,2017,2,14,100,73
2017Y,2017,2,15,98,55
2017Y,2017,2,16,97,59
2017Y,2017,2,17,96,37
2017Y,2017,2,18,93,40
2017Y,2017,2,19,91,57
2017Y,2017,2,20,84,43
2017Y,2017,2,21,76,25
2017Y,2017,2,22,72,24
2017Y,2017,2,23,82,51
2017Y,2017,2,24,96,58
2017Y,2017,2,25,75,20
2017Y,2017,2,26,87,36
2017Y,2017,2,27,89,50
2017Y,2017,2,28,94,62
2017Y,2017,3,1,98,56
2017Y,2017,3,2,95,44
2017Y,2017,3,3,95,53
2017Y,2017,3,4,87,56
2017Y,2017,3,5,96,69
2017Y,2017,3,6,84,25
2017Y,2017,3,7,81,45
2017Y,2017,3,8,93,22
2017Y,2017,3,9,73,19
2017Y,2017,3,10,61,17
2017Y,2017,3,11,85,26
2017Y,2017,3,12,93,45
2017Y,2017,3,13,96,82
2017Y,2017,3,14,95,42
2017Y,2017,3,15,85,24
2017Y,2017,3,16,90,26
2017Y,2017,3,17,83,27
2017Y,2017,3,18,66,27
2017Y,2017,3,19,75,35
2017Y,2017,3,20,84,30
2017Y,2017,3,21,94,59
2017Y,2017,3,22,97,61
2017Y,2017,3,23,94,72
2017Y,2017,3,24,94,43
2017Y,2017,3,25,93,60
2017Y,2017,3,26,99,61
2017Y,2017,3,27,97,61
2017Y,2017,3,28,97,49
2017Y,2017,3,29,92,42
2017Y,2017,3,30,93,33
2017Y,2017,3,31,93,43
2017Y,2017,4,1,82,45
2017Y,2017,4,2,88,71
2017Y,2017,4,3,85,25
2017Y,2017,4,4,84,56
2017Y,2017,4,5,90,60
2017Y,2017,4,6,81,40
2017Y,2017,4,7,79,30
2017Y,2017,4,8,88,24
2017Y,2017,4,9,79,27
2017Y,2017,4,10,80,26
2017Y,2017,4,11,74,20
2017Y,2017,4,12,63,17
2017Y,2017,4,13,73,27
2017Y,2017,4,14,76,27
2017Y,2017,4,15,82,64
2017Y,2017,4,16,78,26
2017Y,2017,4,17,80,22
2017Y,2017,4,18,84,23
2017Y,2017,4,19,80,15
2017Y,2017,4,20,79,33
2017Y,2017,4,21,85,26
2017Y,2017,4,22,85,19
2017Y,2017,4,23,67,19
2017Y,2017,4,26,92,78
2017Y,2017,4,27,84,48
2017Y,2017,4,28,79,34
2017Y,2017,4,29,97,66
2017Y,2017,4,30,98,62
2017Y,2017,5,1,83,42
2017Y,2017,5,2,89,63
2017Y,2017,5,3,93,52
2017Y,2017,5,4,96,28
2017Y,2017,5,5,89,45
2017Y,2017,5,6,92,41
2017Y,2017,5,7,88,34
2017Y,2017,5,8,84,22
2017Y,2017,5,9,93,35
2017Y,2017,5,10,97,54
2017Y,2017,5,11,95,66
2017Y,2017,5,12,96,72
2017Y,2017,5,13,99,53
2017Y,2017,5,14,98,43
2017Y,2017,5,15,90,40
2017Y,2017,5,16,82,38
2017Y,2017,5,17,94,23
2017Y,2017,5,18,96,77
2017Y,2017,5,19,95,48
2017Y,2017,5,20,93,38
2017Y,2017,5,21,93,40
2017Y,2017,5,22,91,44
2017Y,2017,5,23,79,30
2017Y,2017,5,24,82,29
2017Y,2017,5,25,84,32
2017Y,2017,5,26,92,32
2017Y,2017,5,27,96,39
2017Y,2017,5,28,91,35
2017Y,2017,5,29,94,65
2017Y,2017,5,30,95,59
2017Y,2017,5,31,95,51
2017Y,2017,6,1,95,47
2017Y,2017,6,2,97,56
2017Y,2017,6,3,97,67
2017Y,2017,6,4,96,77
2017Y,2017,6,5,98,44
2017Y,2017,6,6,93,62
2017Y,2017,6,7,98,46
2017Y,2017,6,8,95,38
2017Y,2017,6,9,93,38
2017Y,2017,6,10,92,37
2017Y,2017,6,11,88,34
2017Y,2017,6,12,88,36
2017Y,2017,6,13,86,32
2017Y,2017,6,14,85,35
2017Y,2017,6,15,82,42
2017Y,2017,6,16,76,40
2017Y,2017,6,17,60,25
2017Y,2017,6,18,70,29
2017Y,2017,6,19,89,35
2017Y,2017,6,20,86,44
2017Y,2017,6,21,83,38
2017Y,2017,6,27,96,46
2017Y,2017,6,28,92,48
2017Y,2017,6,29,91,43
2017Y,2017,6,30,97,63
2017Y,2017,7,1,84,65
2017Y,2017,7,2,90,34
2017Y,2017,7,3,81,33
2017Y,2017,7,4,88,25
2017Y,2017,7,5,87,26
2017Y,2017,7,6,94,53
2017Y,2017,7,7,96,43
2017Y,2017,7,8,95,46
2017Y,2017,7,9,94,48
2017Y,2017,7,10,97,49
2017Y,2017,7,11,97,38
2017Y,2017,7,12,85,35
2017Y,2017,7,13,92,31
2017Y,2017,7,14,68,33
2017Y,2017,7,15,68,29
2017Y,2017,7,16,85,34
2017Y,2017,7,17,95,26
2017Y,2017,7,18,85,30
2017Y,2017,7,19,86,35
2017Y,2017,7,20,90,53
2017Y,2017,7,21,92,31
2017Y,2017,7,22,96,30
2017Y,2017,7,23,86,35
2017Y,2017,7,24,85,48
2017Y,2017,7,25,86,58
2017Y,2017,7,26,88,42
2017Y,2017,7,27,91,25
2017Y,2017,7,28,82,20
2017Y,2017,7,29,82,25
2017Y,2017,7,30,76,25
2017Y,2017,7,31,87,27
2017Y,2017,8,1,80,22
2017Y,2017,8,2,93,27
2017Y,2017,8,3,73,21
2017Y,2017,8,4,80,32
2017Y,2017,8,5,88,48
2017Y,2017,8,6,91,46
2017Y,2017,8,7,90,17
2017Y,2017,8,8,93,41
2017Y,2017,8,9,94,61
2017Y,2017,8,10,89,48
2017Y,2017,8,11,80,29
2017Y,2017,8,12,69,19
2017Y,2017,8,13,73,23
2017Y,2017,8,14,88,24
2017Y,2017,8,15,89,24
2017Y,2017,8,16,93,20
2017Y,2017,8,17,75,26
2017Y,2017,8,18,84,29
2017Y,2017,8,19,86,36
2017Y,2017,8,20,70,9
2017Y,2017,8,21,65,15
2017Y,2017,8,22,75,26
2017Y,2017,8,23,93,28
2017Y,2017,8,24,96,22
2017Y,2017,8,25,78,20
2017Y,2017,8,26,80,22
2017Y,2017,8,27,95,52
2017Y,2017,8,28,96,54
2017Y,2017,8,29,100,52
2017Y,2017,8,30,97,50
2017Y,2017,8,31,93,69
2017Y,2017,9,1,92,48
2017Y,2017,9,2,82,30
2017Y,2017,9,3,81,35
2017Y,2017,9,4,92,52
2017Y,2017,9,5,95,42
2017Y,2017,9,6,88,66
2017Y,2017,9,7,81,26
2017Y,2017,9,8,75,22
2017Y,2017,9,9,89,53
2017Y,2017,9,10,88,46
2017Y,2017,9,11,98,40
2017Y,2017,9,12,92,38
2017Y,2017,9,13,93,32
2017Y,2017,9,14,89,68
2017Y,2017,9,15,87,53
2017Y,2017,9,16,96,47
2017Y,2017,9,17,94,29
2017Y,2017,9,18,93,48
2017Y,2017,9,19,85,27
2017Y,2017,9,20,70,23
2017Y,2017,9,21,73,22
2017Y,2017,9,22,93,48
2017Y,2017,9,23,97,30
2017Y,2017,9,24,85,26
2017Y,2017,9,25,82,41
2017Y,2017,9,26,88,34
2017Y,2017,9,27,95,25
2017Y,2017,9,28,92,26
2017Y,2017,9,29,92,27
2017Y,2017,9,30,89,45
2017Y,2017,10,1,85,66
2017Y,2017,10,2,93,59
2017Y,2017,10,3,86,40
2017Y,2017,10,4,92,35
2017Y,2017,10,5,86,28
2017Y,2017,10,6,85,45
2017Y,2017,10,7,55,9
2017Y,2017,10,8,49,11
2017Y,2017,10,9,59,21
2017Y,2017,10,10,65,20
2017Y,2017,10,11,66,19
2017Y,2017,10,12,58,16
2017Y,2017,10,13,74,25
2017Y,2017,10,14,79,19
2017Y,2017,10,15,90,29
2017Y,2017,10,16,92,24
2017Y,2017,10,17,97,47
2017Y,2017,10,18,98,86
2017Y,2017,10,19,96,57
2017Y,2017,10,20,97,51
2017Y,2017,10,21,96,40
2017Y,2017,10,22,94,55
2017Y,2017,10,23,75,20
2017Y,2017,10,24,74,21
2017Y,2017,10,25,83,29
2017Y,2017,10,26,77,25
2017Y,2017,10,27,83,45
2017Y,2017,10,28,86,38
2017Y,2017,10,29,90,16
2017Y,2017,10,30,89,47
2017Y,2017,10,31,95,55
2017Y,2017,11,1,98,58
2017Y,2017,11,2,96,65
2017Y,2017,11,3,96,58
2017Y,2017,11,4,98,77
2017Y,2017,11,5,92,76
2017Y,2017,11,6,92,80
2017Y,2017,11,7,92,47
2017Y,2017,11,8,94,72
2017Y,2017,11,9,93,77
2017Y,2017,11,10,95,81
2017Y,2017,11,11,91,73
2017Y,2017,11,12,86,43
2017Y,2017,11,13,92,74
2017Y,2017,11,14,88,33
2017Y,2017,11,15,73,29
2017Y,2017,11,16,52,28
2017Y,2017,11,17,61,29
2017Y,2017,11,18,75,31
2017Y,2017,11,19,60,10
2017Y,2017,11,20,72,26
2017Y,2017,11,21,71,22
2017Y,2017,11,22,78,29
2017Y,2017,11,23,81,45
2017Y,2017,11,24,96,68
2017Y,2017,11,25,94,80
2017Y,2017,11,26,88,70
2017Y,2017,11,27,76,20
2017Y,2017,11,28,83,34
2017Y,2017,11,29,91,69
2017Y,2017,11,30,86,71
2017Y,2017,12,1,93,71
2017Y,2017,12,2,92,74
2017Y,2017,12,3,91,63
2017Y,2017,12,4,92,73
2017Y,2017,12,5,84,36
2017Y,2017,12,6,79,30
2017Y,2017,12,7,81,34
2017Y,2017,12,8,96,79
2017Y,2017,12,9,97,63
2017Y,2017,12,10,95,79
2017Y,2017,12,11,96,68
2017Y,2017,12,12,88,65
2017Y,2017,12,13,95,70
2017Y,2017,12,14,97,76
2017Y,2017,12,15,92,61
2017Y,2017,12,16,93,78
2017Y,2017,12,17,90,76
2017Y,2017,12,18,94,59
2017Y,2017,12,19,86,28
2017Y,2017,12,20,86,27
2017Y,2017,12,21,88,55
2017Y,2017,12,22,91,48
2017Y,2017,12,23,95,62
2017Y,2017,12,24,98,73
2017Y,2017,12,25,99,89
2017Y,2017,12,26,98,81
2017Y,2017,12,27,94,65
2017Y,2017,12,28,97,69
2017Y,2017,12,29,98,58
2017Y,2017,12,30,95,53
2017Y,2017,12,31,99,61
2017Y,2018,1,1,88,57
2017Y,2018,1,2,97,64
2017Y,2018,1,3,98,68
2017Y,2018,1,4,91,61
2017Y,2018,1,5,98,71
2017Y,2018,1,6,96,90
2017Y,2018,1,7,96,80
2017Y,2018,1,8,95,57
2017Y,2018,1,9,97,78
2017Y,2018,1,10,99,72
2017Y,2018,1,11,95,64
2017Y,2018,1,12,95,68
2017Y,2018,1,13,98,77
2017Y,2018,1,14,97,80
2017Y,2018,1,15,98,81
2017Y,2018,1,16,99,71
2017Y,2018,1,17,97,66
2017Y,2018,1,18,89,42
2017Y,2018,1,19,92,65
2017Y,2018,1,20,91,47
2017Y,2018,1,21,96,71
2017Y,2018,1,22,99,49
2017Y,2018,1,23,97,54
2017Y,2018,1,24,92,37
2017Y,2018,1,25,96,69
2017Y,2018,1,26,93,79
2017Y,2018,1,27,94,64
2017Y,2018,1,28,95,56
2017Y,2018,1,29,95,34
2017Y,2018,1,30,84,37
2017Y,2018,1,31,85,39
2017Y,2018,2,1,91,72
2017Y,2018,2,2,89,69
2017Y,2018,2,3,94,65
2017Y,2018,2,4,94,79
2017Y,2018,2,5,92,79
2017Y,2018,2,6,94,64
2017Y,2018,2,7,89,69
2017Y,2018,2,8,91,77
2017Y,2018,2,9,92,70
2017Y,2018,2,10,90,75
2017Y,2018,2,11,96,59
2017Y,2018,2,12,92,64
2017Y,2018,2,13,95,65
2017Y,2018,2,14,98,72
2017Y,2018,2,15,99,79
2017Y,2018,2,16,97,69
2017Y,2018,2,17,97,76
2017Y,2018,2,18,92,75
2017Y,2018,2,19,94,83
2017Y,2018,2,20,95,87
2017Y,2018,2,21,93,68
2017Y,2018,2,22,86,51
2017Y,2018,2,23,84,43
2017Y,2018,2,24,86,36
2017Y,2018,2,25,83,36
2017Y,2018,2,26,68,16
2017Y,2018,2,27,77,17
2017Y,2018,2,28,98,74
2017Y,2018,3,1,99,72
2017Y,2018,3,2,98,69
2017Y,2018,3,3,96,72
2017Y,2018,3,4,97,57
2017Y,2018,3,5,98,69
2017Y,2018,3,6,96,65
2017Y,2018,3,7,93,52
2017Y,2018,3,8,98,72
2017Y,2018,3,9,99,87
2017Y,2018,3,10,97,89
2017Y,2018,3,11,95,78
2017Y,2018,3,12,95,58
2017Y,2018,3,13,99,61
2017Y,2018,3,14,97,82
2017Y,2018,3,15,97,71
2017Y,2018,3,16,96,62
2017Y,2018,3,17,96,60
2017Y,2018,3,18,98,51
2017Y,2018,3,19,97,76
2017Y,2018,3,20,92,77
2017Y,2018,3,21,87,61
2017Y,2018,3,22,85,43
2017Y,2018,3,23,92,39
2017Y,2018,3,24,92,53
2017Y,2018,3,25,91,55
2017Y,2018,3,26,93,64
2017Y,2018,3,27,94,51
2017Y,2018,3,28,88,31
2017Y,2018,3,29,91,35
2017Y,2018,3,30,93,43
2017Y,2018,3,31,85,43
2017Y,2018,4,1,89,50
2017Y,2018,4,2,92,42
2017Y,2018,4,3,91,48
2017Y,2018,4,4,93,76
2017Y,2018,4,5,96,41
2017Y,2018,4,6,97,48
2017Y,2018,4,7,99,92
2017Y,2018,4,8,99,56
2017Y,2018,4,9,97,71
2017Y,2018,4,10,99,89
2017Y,2018,4,11,98,91
2017Y,2018,4,12,95,62
2017Y,2018,4,13,99,71
2017Y,2018,4,14,96,55
2017Y,2018,4,15,94,64
2017Y,2018,4,16,95,63
2017Y,2018,4,17,92,38
2017Y,2018,4,18,94,37
2017Y,2018,4,19,93,45
2017Y,2018,4,20,95,47
2017Y,2018,4,21,96,42
2017Y,2018,4,22,95,42
2017Y,2018,4,23,94,45
2017Y,2018,4,24,94,36
2017Y,2018,4,25,91,41
2017Y,2018,4,26,90,48
2017Y,2018,4,27,94,31
2017Y,2018,4,28,92,39
2017Y,2018,4,29,91,59
2017Y,2018,4,30,91,43
2017Y,2018,5,1,88,44
2017Y,2018,5,2,88,43
2017Y,2018,5,3,91,63
2017Y,2018,5,4,92,76
2017Y,2018,5,5,88,60
2017Y,2018,5,6,96,42
2017Y,2018,5,7,95,44
2017Y,2018,5,8,97,60
2017Y,2018,5,9,91,52
2017Y,2018,5,10,94,60
2017Y,2018,5,11,97,37
2017Y,2018,5,12,96,43
2017Y,2018,5,13,87,46
2017Y,2018,5,14,91,49
2017Y,2018,5,15,84,54
2017Y,2018,5,16,80,44
2017Y,2018,5,17,92,45
2017Y,2018,5,18,96,60
2017Y,2018,5,19,94,46
2017Y,2018,5,20,89,47
2017Y,2018,5,21,93,58
2017Y,2018,5,22,95,41
2017Y,2018,5,23,94,58
2017Y,2018,5,24,96,56
2017Y,2018,5,25,95,69
2017Y,2018,5,26,97,53
2017Y,2018,5,27,95,38
2017Y,2018,5,28,94,85
2017Y,2018,5,29,96,65
2017Y,2018,5,30,96,75
2017Y,2018,5,31,98,55
2017Y,2018,6,1,97,55
2017Y,2018,6,2,97,55
2017Y,2018,6,3,96,61
2017Y,2018,6,4,98,62
2017Y,2018,6,5,97,54
2017Y,2018,6,6,95,55
2017Y,2018,6,7,94,53
2017Y,2018,6,8,97,66
2017Y,2018,6,9,98,63
2017Y,2018,6,10,96,60
2017Y,2018,6,11,99,64
2017Y,2018,6,12,98,63
2017Y,2018,6,13,88,68
2017Y,2018,6,14,92,44
2017Y,2018,6,15,89,48
2017Y,2018,6,16,89,27
2017Y,2018,6,17,84,25
2017Y,2018,6,18,82,53
2017Y,2018,6,19,88,43
2017Y,2018,6,20,93,43
2017Y,2018,6,21,86,41
2017Y,2018,6,22,87,61
2017Y,2018,6,23,80,29
2017Y,2018,6,24,65,22
2017Y,2018,6,25,73,30
2017Y,2018,6,26,83,34
2017Y,2018,6,27,90,57
2017Y,2018,6,28,94,38
2017Y,2018,6,29,97,57
2017Y,2018,6,30,99,62
2017Y,2018,7,1,98,46
2017Y,2018,7,2,89,46
2017Y,2018,7,3,95,39
2017Y,2018,7,4,86,33
2017Y,2018,7,5,87,56
2017Y,2018,7,6,89,46
2017Y,2018,7,7,91,47
2017Y,2018,7,8,91,48
2017Y,2018,7,9,90,56
2017Y,2018,7,10,87,49
2017Y,2018,7,11,89,45
2017Y,2018,7,12,94,63
2017Y,2018,7,13,93,55
2017Y,2018,7,14,94,31
2017Y,2018,7,15,83,33
2017Y,2018,7,16,88,65
2017Y,2018,7,17,89,37
2017Y,2018,7,18,88,44
2017Y,2018,7,19,92,28
2017Y,2018,7,20,94,62
2017Y,2018,7,21,94,52
2017Y,2018,7,22,92,51
2017Y,2018,7,23,96,35
2017Y,2018,7,24,91,32
2017Y,2018,7,25,94,28
2017Y,2018,7,26,91,28
2017Y,2018,7,27,91,33
2017Y,2018,7,28,87,31
2017Y,2018,7,29,88,31
2017Y,2018,7,30,71,28
2017Y,2018,7,31,87,31
2017Y,2018,8,1,92,27
2017Y,2018,8,2,87,28
2017Y,2018,8,3,77,17
2017Y,2018,8,4,75,34
2017Y,2018,8,5,73,25
2017Y,2018,8,6,81,15
2017Y,2018,8,7,90,24
2017Y,2018,8,8,95,21
2017Y,2018,8,9,91,59
2017Y,2018,8,10,87,40
2017Y,2018,8,11,92,31
2017Y,2018,8,12,93,32
2017Y,2018,8,13,96,37
2017Y,2018,8,14,86,50
2017Y,2018,8,15,78,23
2017Y,2018,8,16,89,31
2017Y,2018,8,17,91,65
2017Y,2018,8,18,85,42
2017Y,2018,8,19,91,31
