INDICATIVO,year,month,day,HUMAX,HUMIN
9188,2019,7,10,88,41
9188,2019,7,11,89,32
9188,2019,7,12,80,27
9188,2019,7,13,93,37
9188,2019,7,14,93,46
9188,2019,7,15,90,34
9188,2019,7,16,85,31
9188,2019,7,17,89,54
9188,2019,7,18,83,34
9188,2019,7,19,88,33
9188,2019,7,20,89,44
9188,2019,7,21,88,40
9188,2019,7,22,93,24
9188,2019,7,23,67,21
9188,2019,7,24,72,22
9188,2019,7,25,73,17
9188,2019,7,26,99,64
9188,2019,7,27,95,72
9188,2019,7,28,84,47
9188,2019,7,29,80,27
9188,2019,7,30,86,45
9188,2019,7,31,93,35
9188,2019,8,1,88,54
9188,2019,8,2,88,35
9188,2019,8,3,76,29
9188,2019,8,4,88,39
9188,2019,8,5,94,38
9188,2019,8,6,93,41
9188,2019,8,7,82,36
9188,2019,8,8,72,35
9188,2019,8,9,62,36
9188,2019,8,10,87,42
9188,2019,8,11,92,53
9188,2019,8,12,83,38
9188,2019,8,13,79,37
9188,2019,8,14,79,28
9188,2019,8,15,85,46
9188,2019,8,16,85,31
9188,2019,8,17,75,32
9188,2019,8,18,84,18
9188,2019,8,19,90,60
9188,2019,8,20,96,55
9188,2019,8,21,92,42
9188,2019,8,22,93,19
9188,2019,8,23,69,32
9188,2019,8,24,63,23
9188,2019,8,25,56,26
9188,2019,8,27,95,49
9188,2019,8,28,92,38
9188,2019,8,30,86,33
9188,2019,8,31,89,29
9188,2019,9,1,90,65
9188,2019,9,2,86,42
9188,2019,9,3,90,29
9188,2019,9,4,86,32
9188,2019,9,5,92,45
9188,2019,9,6,76,39
9188,2019,9,7,86,37
9188,2019,9,8,93,49
9188,2019,9,9,90,39
9188,2019,9,10,91,59
9188,2019,9,11,89,49
9188,2019,9,12,94,34
9188,2019,9,13,86,35
9188,2019,9,14,92,36
9188,2019,9,15,98,39
9188,2019,9,16,98,61
9188,2019,9,17,94,53
9188,2019,9,18,93,51
9188,2019,9,19,96,60
9188,2019,9,20,98,56
9188,2019,9,21,97,49
9188,2019,9,22,86,41
9188,2019,9,23,86,43
9188,2019,9,24,89,45
9188,2019,9,25,92,45
9188,2019,9,26,90,46
9188,2019,9,27,86,36
9188,2019,9,28,85,50
9188,2019,9,29,79,26
9188,2019,9,30,82,45
9188,2019,10,1,85,39
9188,2019,10,2,85,51
9188,2019,10,3,90,29
9188,2019,10,4,87,55
9188,2019,10,5,93,48
9188,2019,10,6,92,59
9188,2019,10,7,87,24
9188,2019,10,8,71,26
9188,2019,10,9,93,62
9188,2019,10,10,94,42
9188,2019,10,11,90,47
9188,2019,10,12,69,35
9188,2019,10,13,74,29
9188,2019,10,14,86,39
9188,2019,10,15,68,39
9188,2019,10,16,76,33
9188,2019,10,17,78,42
9188,2019,10,18,95,47
9188,2019,10,19,92,52
9188,2019,10,20,93,46
9188,2019,10,21,94,53
9188,2019,10,22,99,81
9188,2019,10,23,99,84
9188,2019,10,24,94,52
9188,2019,10,25,96,50
9188,2019,10,26,94,52
9188,2019,10,27,96,56
9188,2019,10,28,96,35
9188,2019,10,29,92,54
9188,2019,10,30,90,60
9188,2019,10,31,94,59
9188,2019,11,1,93,50
9188,2019,11,2,81,42
9188,2019,11,3,89,43
9188,2019,11,4,88,51
9188,2019,11,5,84,51
9188,2019,11,6,81,52
9188,2019,11,7,97,45
9188,2019,11,8,89,49
9188,2019,11,9,95,53
9188,2019,11,10,95,77
9188,2019,11,11,94,74
9188,2019,11,12,93,56
9188,2019,11,13,98,54
9188,2019,11,14,97,51
9188,2019,11,15,93,68
9188,2019,11,16,93,56
9188,2019,11,17,96,60
9188,2019,11,18,88,75
9188,2019,11,19,92,41
9188,2019,11,20,94,43
9188,2019,11,21,92,64
9188,2019,11,22,91,65
9188,2019,11,23,87,52
9188,2019,11,24,84,52
9188,2019,11,25,95,49
9188,2019,11,26,89,50
9188,2019,11,27,89,51
9188,2019,11,28,95,55
9188,2019,11,29,97,70
9188,2019,11,30,94,62
9188,2019,12,1,93,68
9188,2019,12,2,88,71
9188,2019,12,3,95,66
9188,2019,12,4,96,67
9188,2019,12,5,95,70
9188,2019,12,6,98,52
9188,2019,12,7,97,53
9188,2019,12,8,97,71
9188,2019,12,9,80,31
9287A,2009,5,20,92,38
9287A,2009,5,21,91,30
9287A,2009,5,22,96,52
9287A,2009,5,23,91,41
9287A,2009,5,24,97,59
9287A,2009,5,25,97,52
9287A,2009,5,26,96,64
9287A,2009,5,27,87,25
9287A,2009,5,28,88,29
9287A,2009,5,29,93,29
9287A,2009,5,30,91,38
9287A,2009,5,31,94,24
9287A,2009,6,1,93,29
9287A,2009,6,2,86,28
9287A,2009,6,3,93,25
9287A,2009,6,4,91,38
9287A,2009,6,5,96,35
9287A,2009,6,6,87,48
9287A,2009,6,7,91,45
9287A,2009,6,8,89,38
9287A,2009,6,9,83,40
9287A,2009,6,10,83,42
9287A,2009,6,11,92,44
9287A,2009,6,12,96,30
9287A,2009,6,13,90,17
9287A,2009,6,14,92,40
9287A,2009,6,15,92,46
9287A,2009,6,16,99,53
9287A,2009,6,17,97,45
9287A,2009,6,18,98,34
9287A,2009,6,19,91,74
9287A,2009,6,20,93,37
9287A,2009,6,21,87,41
9287A,2009,6,22,87,27
9287A,2009,6,23,92,23
9287A,2009,6,24,91,34
9287A,2009,6,25,96,32
9287A,2009,6,26,92,45
9287A,2009,6,27,94,23
9287A,2009,6,28,83,26
9287A,2009,6,29,91,30
9287A,2009,6,30,94,33
9287A,2009,7,1,93,29
9287A,2009,7,2,94,53
9287A,2009,7,3,99,27
9287A,2009,7,4,93,54
9287A,2009,7,5,99,34
9287A,2009,7,6,92,57
9287A,2009,7,7,89,55
9287A,2009,7,8,89,43
9287A,2009,7,9,92,48
9287A,2009,7,10,90,39
9287A,2009,7,11,90,26
9287A,2009,7,12,92,17
9287A,2009,7,13,84,18
9287A,2009,7,14,90,20
9287A,2009,7,15,92,21
9287A,2009,7,16,87,19
9287A,2009,7,17,91,38
9287A,2009,7,18,81,23
9287A,2009,7,19,92,26
9287A,2009,7,20,88,22
9287A,2009,7,21,88,19
9287A,2009,7,22,76,15
9287A,2009,7,23,73,29
9287A,2009,7,24,88,25
9287A,2009,7,25,88,32
9287A,2009,7,26,86,18
9287A,2009,7,27,86,33
9287A,2009,7,28,94,17
9287A,2009,7,29,89,12
9287A,2009,7,30,92,46
9287A,2009,7,31,94,22
9287A,2009,8,1,88,31
9287A,2009,8,2,95,35
9287A,2009,8,3,82,38
9287A,2009,8,4,92,22
9287A,2009,8,5,84,34
9287A,2009,8,6,94,48
9287A,2009,8,7,92,65
9287A,2009,8,8,96,61
9287A,2009,8,9,97,80
9287A,2009,8,10,99,54
9287A,2009,8,11,99,45
9287A,2009,8,12,97,41
9287A,2009,8,13,95,40
9287A,2009,8,14,96,34
9287A,2009,8,15,84,26
9287A,2009,8,16,84,25
9287A,2009,8,17,65,21
9287A,2009,8,18,82,24
9287A,2009,8,19,77,21
9287A,2009,8,20,86,23
9287A,2009,8,21,91,48
9287A,2009,8,22,96,30
9287A,2009,8,23,92,18
9287A,2009,8,24,84,21
9287A,2009,8,25,92,54
9287A,2009,8,26,95,25
9287A,2009,8,27,92,23
9287A,2009,8,28,93,61
9287A,2009,8,29,91,26
9287A,2009,8,30,77,20
9287A,2009,8,31,90,34
9287A,2009,9,1,95,38
9287A,2009,9,2,98,23
9287A,2009,9,3,76,39
9287A,2009,9,4,84,55
9287A,2009,9,5,91,29
9287A,2009,9,6,83,41
9287A,2009,9,7,97,50
9287A,2009,9,8,100,44
9287A,2009,9,9,95,28
9287A,2009,9,10,88,24
9287A,2009,9,11,90,29
9287A,2009,9,12,96,53
9287A,2009,9,13,100,46
9287A,2009,9,14,88,43
9287A,2009,9,15,80,42
9287A,2009,9,16,97,53
9287A,2009,9,17,100,51
9287A,2009,9,18,98,66
9287A,2009,9,19,100,44
9287A,2009,9,20,96,66
9287A,2009,9,21,89,66
9287A,2009,9,22,94,49
9287A,2009,9,23,99,39
9287A,2009,9,24,96,36
9287A,2009,9,25,90,55
9287A,2009,9,26,98,49
9287A,2009,9,27,98,47
9287A,2009,9,28,99,55
9287A,2009,9,29,99,45
9287A,2009,9,30,99,55
9287A,2009,10,1,100,65
9287A,2009,10,2,94,54
9287A,2009,10,3,99,42
9287A,2009,10,4,97,34
9287A,2009,10,5,80,27
9287A,2009,10,6,67,32
9287A,2009,10,7,82,41
9287A,2009,10,8,91,49
9287A,2009,10,9,100,50
9287A,2009,10,10,96,53
9287A,2009,10,11,93,64
9287A,2009,10,12,93,50
9287A,2009,10,13,85,18
9287A,2009,10,14,71,32
9287A,2009,10,15,61,16
9287A,2009,10,16,57,10
9287A,2009,10,17,76,19
9287A,2009,10,18,70,15
9287A,2009,10,19,71,15
9287A,2009,10,20,91,57
9287A,2009,10,21,93,56
9287A,2009,10,22,98,62
9287A,2009,10,23,99,54
9287A,2009,10,24,95,53
9287A,2009,10,25,97,67
9287A,2009,10,26,100,26
9287A,2009,10,27,100,46
9287A,2009,10,28,100,46
9287A,2009,10,29,95,38
9287A,2009,10,30,96,44
9287A,2009,10,31,95,54
9287A,2009,11,1,97,59
9287A,2009,11,2,98,58
9287A,2009,11,3,87,48
9287A,2009,11,4,90,41
9287A,2009,11,5,94,51
9287A,2009,11,6,96,76
9287A,2009,11,7,99,58
9287A,2009,11,8,96,63
9287A,2009,11,9,93,75
9287A,2009,11,10,89,72
9287A,2009,11,11,94,61
9287A,2009,11,12,97,53
9287A,2009,11,13,84,57
9287A,2009,11,14,84,54
9287A,2009,11,15,99,49
9287A,2009,11,16,88,57
9287A,2009,11,17,94,43
9287A,2009,11,18,100,58
9287A,2009,11,19,97,45
9287A,2009,11,20,93,47
9287A,2009,11,21,83,53
9287A,2009,11,22,88,52
9287A,2009,11,23,95,51
9287A,2009,11,24,94,24
9287A,2009,11,25,93,50
9287A,2009,11,26,99,87
9287A,2009,11,27,96,66
9287A,2009,11,28,85,67
9287A,2009,11,29,96,78
9287A,2009,11,30,92,65
9287A,2010,1,1,91,67
9287A,2010,1,2,95,76
9287A,2010,1,3,100,85
9287A,2010,1,4,100,86
9287A,2010,1,5,100,82
9287A,2010,1,6,95,54
9287A,2010,1,7,98,77
9287A,2010,1,8,92,70
9287A,2010,1,9,86,68
9287A,2010,1,10,88,45
9287A,2010,1,11,96,56
9287A,2010,1,12,97,75
9287A,2010,1,13,99,75
9287A,2010,1,14,98,71
9287A,2010,1,15,91,26
9287A,2010,1,16,96,37
9287A,2010,1,17,99,74
9287A,2010,1,18,100,82
9287A,2010,1,19,100,63
9287A,2010,1,20,91,38
9287A,2010,1,21,98,56
9287A,2010,1,22,99,49
9287A,2010,1,23,100,87
9287A,2010,1,24,100,86
9287A,2010,1,25,94,70
9287A,2010,1,26,88,53
9287A,2010,1,27,89,52
9287A,2010,1,28,89,44
9287A,2010,1,29,95,64
9287A,2010,1,30,96,62
9287A,2010,1,31,98,61
9287A,2010,2,1,96,58
9287A,2010,2,2,92,41
9287A,2010,2,3,90,22
9287A,2010,2,4,98,55
9287A,2010,2,5,89,58
9287A,2010,2,6,80,49
9287A,2010,2,7,95,52
9287A,2010,2,8,98,88
9287A,2010,2,9,91,66
9287A,2010,2,10,80,56
9287A,2010,2,11,89,70
9287A,2010,2,12,86,69
9287A,2010,2,13,84,73
9287A,2010,2,14,92,67
9287A,2010,2,15,100,84
9287A,2010,2,16,100,94
9287A,2010,2,17,100,80
9287A,2010,2,18,97,62
9287A,2010,2,19,91,62
9287A,2010,2,20,89,62
9287A,2010,2,21,100,83
9287A,2010,2,22,98,66
9287A,2010,2,23,96,71
9287A,2010,2,24,91,65
9287A,2010,2,25,95,69
9287A,2010,2,26,95,46
9287A,2010,2,27,100,60
9287A,2010,2,28,86,44
9287A,2010,3,1,96,60
9287A,2010,3,2,98,53
9287A,2010,3,3,100,84
9287A,2010,3,4,96,66
9287A,2010,3,5,95,54
9287A,2010,3,6,94,50
9287A,2010,3,7,96,63
9287A,2010,3,8,86,51
9287A,2010,3,9,86,39
9287A,2010,3,10,82,65
9287A,2010,3,11,94,65
9287A,2010,3,12,97,56
9287A,2010,3,13,85,57
9287A,2010,3,14,83,51
9287A,2010,3,15,84,20
9287A,2010,3,16,89,20
9287A,2010,3,17,89,17
9287A,2010,3,18,83,51
9287A,2010,3,19,92,64
9287A,2010,3,20,93,53
9287A,2010,3,21,99,56
9287A,2010,3,22,100,50
9287A,2010,3,23,100,51
9287A,2010,3,24,96,52
9287A,2010,3,25,96,66
9287A,2010,3,26,89,55
9287A,2010,3,27,89,35
9287A,2010,3,28,96,41
9287A,2010,3,29,92,54
9287A,2010,3,30,92,46
9287A,2010,3,31,94,57
9287A,2010,4,1,95,39
9287A,2010,4,2,84,46
9287A,2010,4,3,92,58
9287A,2010,4,4,93,45
9287A,2010,4,5,97,36
9287A,2010,4,6,94,32
9287A,2010,4,7,92,63
9287A,2010,4,8,80,50
9287A,2010,4,9,89,38
9287A,2010,4,10,96,32
9287A,2010,4,11,94,35
9287A,2010,4,12,80,50
9287A,2010,4,13,91,44
9287A,2010,4,14,98,86
9287A,2010,4,15,100,92
9287A,2010,4,16,100,72
9287A,2010,4,17,100,80
9287A,2010,4,18,100,69
9287A,2010,4,19,100,59
9287A,2010,4,20,100,36
9287A,2010,4,21,100,44
9287A,2010,4,22,97,81
9287A,2010,4,23,98,53
9287A,2010,4,24,100,46
9287A,2010,4,25,99,59
9287A,2010,4,26,100,52
9287A,2010,4,27,99,16
9287A,2010,4,28,88,40
9287A,2010,4,29,94,43
9287A,2010,4,30,100,58
9287A,2010,5,1,98,73
9287A,2010,5,2,98,78
9287A,2010,5,3,100,77
9287A,2010,5,4,91,76
9287A,2010,5,5,87,69
9287A,2010,5,6,94,61
9287A,2010,5,7,100,56
9287A,2010,5,8,100,48
9287A,2010,5,9,100,65
9287A,2010,5,10,99,47
9287A,2010,5,11,97,54
9287A,2010,5,12,100,74
9287A,2010,5,13,96,77
9287A,2010,5,14,93,46
9287A,2010,5,15,91,61
9287A,2010,5,16,87,54
9287A,2010,5,17,90,44
9287A,2010,5,18,88,13
9287A,2010,5,19,84,41
9287A,2010,5,20,89,37
9287A,2010,5,21,96,31
9287A,2010,5,22,96,33
9287A,2010,5,23,96,44
9287A,2010,5,24,98,50
9287A,2010,5,25,100,38
9287A,2010,5,26,93,35
9287A,2010,5,27,97,60
9287A,2010,5,28,99,67
9287A,2010,5,29,100,46
9287A,2010,5,30,100,50
9287A,2010,5,31,92,51
9287A,2010,6,1,94,52
9287A,2010,6,2,91,38
9287A,2010,6,3,94,21
9287A,2010,6,4,88,30
9287A,2010,6,5,94,39
9287A,2010,6,6,99,84
9287A,2010,6,7,97,46
9287A,2010,6,8,95,43
9287A,2010,6,9,96,75
9287A,2010,6,10,93,65
9287A,2010,6,11,94,66
9287A,2010,6,12,98,70
9287A,2010,6,13,95,59
9287A,2010,6,14,100,65
9287A,2010,6,15,93,69
9287A,2010,6,16,100,80
9287A,2010,6,17,98,73
9287A,2010,6,18,100,56
9287A,2010,6,19,95,50
9287A,2010,6,20,90,53
9287A,2010,6,21,77,36
9287A,2010,6,22,84,29
9287A,2010,6,23,86,22
9287A,2010,6,24,92,22
9287A,2010,6,25,92,33
9287A,2010,6,26,97,46
9287A,2010,6,27,99,54
9287A,2010,6,28,99,54
9287A,2010,6,29,99,50
9287A,2010,6,30,99,34
9287A,2010,7,1,96,35
9287A,2010,7,2,92,44
9287A,2010,7,3,97,41
9287A,2010,7,4,100,45
9287A,2010,7,5,97,40
9287A,2010,7,6,91,35
9287A,2010,7,7,92,37
9287A,2010,7,8,92,25
9287A,2010,7,9,90,39
9287A,2010,7,10,97,40
9287A,2010,7,11,92,26
9287A,2010,7,12,91,24
9287A,2010,7,13,96,23
9287A,2010,7,14,82,20
9287A,2010,7,15,93,21
9287A,2010,7,16,89,38
9287A,2010,7,17,94,56
9287A,2010,7,18,92,31
9287A,2010,7,19,88,25
9287A,2010,7,20,89,30
9287A,2010,7,21,98,59
9287A,2010,7,22,98,80
9287A,2010,7,23,96,49
9287A,2010,7,24,98,27
9287A,2010,7,25,79,40
9287A,2010,7,26,81,43
9287A,2010,7,27,92,32
9287A,2010,7,28,91,21
9287A,2010,7,29,89,45
9287A,2010,7,30,92,24
9287A,2010,7,31,80,33
9287A,2010,8,1,92,50
9287A,2010,8,2,91,73
9287A,2010,8,3,87,52
9287A,2010,8,4,89,44
9287A,2010,8,5,83,41
9287A,2010,8,6,90,19
9287A,2010,8,7,74,22
9287A,2010,8,8,79,41
9287A,2010,8,9,90,34
9287A,2010,8,10,96,22
9287A,2010,8,11,84,26
9287A,2010,8,12,94,64
9287A,2010,8,13,85,51
9287A,2010,8,14,90,47
9287A,2010,8,15,93,46
9287A,2010,8,16,96,33
9287A,2010,8,17,88,38
9287A,2010,8,18,95,26
9287A,2010,8,19,95,51
9287A,2010,8,20,99,35
9287A,2010,8,21,94,24
9287A,2010,8,22,72,28
9287A,2010,8,23,76,20
9287A,2010,8,24,89,48
9287A,2010,8,25,92,22
9287A,2010,8,26,71,16
9287A,2010,8,27,82,18
9287A,2010,8,28,86,38
9287A,2010,8,29,79,21
9287A,2010,8,30,80,27
9287A,2010,8,31,85,29
9287A,2010,9,1,94,36
9287A,2010,9,2,98,58
9287A,2010,9,3,100,24
9287A,2010,9,4,91,28
9287A,2010,9,5,88,28
9287A,2010,9,6,86,24
9287A,2010,9,7,84,36
9287A,2010,9,8,96,31
9287A,2010,9,9,90,44
9287A,2010,9,10,100,27
9287A,2010,9,11,88,27
9287A,2010,9,12,90,50
9287A,2010,9,13,97,15
9287A,2010,9,14,69,23
9287A,2010,9,15,82,20
9287A,2010,9,16,99,61
9287A,2010,9,17,99,78
9287A,2010,9,18,92,60
9287A,2010,9,19,99,27
9287A,2010,9,20,97,53
9287A,2010,9,21,96,48
9287A,2010,9,22,100,39
9287A,2010,9,23,89,41
9287A,2010,9,24,93,52
9287A,2010,9,25,94,61
9287A,2010,9,26,94,53
9287A,2010,9,27,94,30
9287A,2010,9,28,96,19
9287A,2010,9,29,82,31
9287A,2010,9,30,96,53
9287A,2010,10,1,98,30
9287A,2010,10,2,75,25
9287A,2010,10,3,89,45
9287A,2010,10,4,94,49
9287A,2010,10,5,97,36
9287A,2010,10,6,81,27
9287A,2010,10,7,96,50
9287A,2010,10,8,94,43
9287A,2010,10,9,97,66
9287A,2010,10,10,97,65
9287A,2010,10,11,99,85
9287A,2010,10,12,100,69
9287A,2010,10,13,88,57
9287A,2010,10,14,94,34
9287A,2010,10,15,94,57
9287A,2010,10,16,89,68
9287A,2010,10,17,92,60
9287A,2010,10,18,80,53
9287A,2010,10,19,84,24
9287A,2010,10,20,97,53
9287A,2010,10,21,100,46
9287A,2010,10,22,93,29
9287A,2010,10,23,96,45
9287A,2010,10,24,99,45
9287A,2010,10,25,93,47
9287A,2010,10,26,72,10
9287A,2010,10,27,75,13
9287A,2010,10,28,87,21
9287A,2010,10,29,91,18
9287A,2010,10,30,94,75
9287A,2010,10,31,92,64
9287A,2010,11,1,93,74
9287A,2010,11,2,94,68
9287A,2010,11,3,94,51
9287A,2010,11,4,98,53
9287A,2010,11,5,100,55
9287A,2010,11,6,100,43
9287A,2010,11,7,100,75
9287A,2010,11,8,94,67
9287A,2010,11,9,88,57
9287A,2010,11,10,90,62
9287A,2010,11,11,93,64
9287A,2010,11,12,99,58
9287A,2010,11,13,97,52
9287A,2010,11,14,92,79
9287A,2010,11,15,93,54
9287A,2010,11,16,90,54
9287A,2010,11,17,99,58
9287A,2010,11,18,99,49
9287A,2010,11,19,100,83
9287A,2010,11,20,96,69
9287A,2010,11,21,91,72
9287A,2010,11,22,93,67
9287A,2010,11,23,96,59
9287A,2010,11,24,96,55
9287A,2010,11,25,97,48
9287A,2010,11,26,93,57
9287A,2010,11,27,95,51
9287A,2010,11,28,94,45
9287A,2010,11,29,98,72
9287A,2010,11,30,100,85
9287A,2010,12,1,98,69
9287A,2010,12,2,98,61
9287A,2010,12,3,96,62
9287A,2010,12,4,92,53
9287A,2010,12,5,99,53
9287A,2010,12,6,98,69
9287A,2010,12,7,97,82
9287A,2010,12,8,100,72
9287A,2010,12,9,100,80
9287A,2010,12,10,97,24
9287A,2010,12,11,93,32
9287A,2010,12,12,94,42
9287A,2010,12,13,87,48
9287A,2010,12,14,76,21
9287A,2010,12,15,84,60
9287A,2010,12,16,89,45
9287A,2010,12,17,95,31
9287A,2010,12,18,95,67
9287A,2010,12,19,99,57
9287A,2010,12,20,89,63
9287A,2010,12,21,100,87
9287A,2010,12,22,100,75
9287A,2010,12,23,97,75
9287A,2010,12,24,88,70
9287A,2010,12,25,88,40
9287A,2010,12,26,66,12
9287A,2010,12,27,84,19
9287A,2010,12,28,85,41
9287A,2010,12,29,92,51
9287A,2010,12,30,98,69
9287A,2010,12,31,99,78
9287A,2011,1,1,99,66
9287A,2011,1,2,91,63
9287A,2011,1,3,93,54
9287A,2011,1,4,95,76
9287A,2011,1,5,99,87
9287A,2011,1,6,98,87
9287A,2011,1,7,95,80
9287A,2011,1,8,96,75
9287A,2011,1,9,100,72
9287A,2011,1,10,100,65
9287A,2011,1,11,94,58
9287A,2011,1,12,100,65
9287A,2011,1,13,100,43
9287A,2011,1,14,95,40
9287A,2011,1,15,98,34
9287A,2011,1,16,95,46
9287A,2011,1,17,98,58
9287A,2011,1,18,100,79
9287A,2011,1,19,100,88
9287A,2011,1,20,100,39
9287A,2011,1,21,76,41
9287A,2011,1,22,76,41
9287A,2011,1,23,89,39
9287A,2011,1,24,89,31
9287A,2011,1,25,92,38
9287A,2011,1,26,93,47
9287A,2011,1,27,100,91
9287A,2011,1,28,100,81
9287A,2011,1,29,100,77
9287A,2011,1,30,100,79
9287A,2011,1,31,91,70
9287A,2011,2,1,88,71
9287A,2011,2,2,83,65
9287A,2011,2,3,93,42
9287A,2011,2,4,94,24
9287A,2011,2,5,87,13
9287A,2011,2,6,87,24
9287A,2011,2,7,96,26
9287A,2011,2,8,94,27
9287A,2011,2,10,95,32
9287A,2011,2,11,92,34
9287A,2011,2,12,95,52
9287A,2011,2,13,94,65
9287A,2011,2,14,95,62
9287A,2011,2,15,97,70
9287A,2011,2,16,94,73
9287A,2011,2,17,98,63
9287A,2011,2,18,88,45
9287A,2011,2,19,99,79
9287A,2011,2,20,100,44
9287A,2011,2,21,93,63
9287A,2011,2,22,94,74
9287A,2011,2,23,97,60
9287A,2011,2,24,100,55
9287A,2011,2,25,88,13
9287A,2011,2,26,80,38
9287A,2011,2,27,95,72
9287A,2011,2,28,97,69
9287A,2011,3,1,90,66
9287A,2011,3,2,92,77
9287A,2011,3,3,99,72
9287A,2011,3,4,100,87
9287A,2011,3,5,100,61
9287A,2011,3,6,98,45
9287A,2011,3,7,98,51
9287A,2011,3,8,99,73
9287A,2011,3,9,100,59
9287A,2011,3,10,100,52
9287A,2011,3,11,99,39
9287A,2011,3,12,100,77
9287A,2011,3,13,99,55
9287A,2011,3,14,100,82
9287A,2011,3,15,99,83
9287A,2011,3,16,95,79
9287A,2011,3,17,90,77
9287A,2011,3,18,100,23
9287A,2011,3,19,86,52
9287A,2011,3,20,92,27
9287A,2011,3,21,98,63
9287A,2011,3,22,100,87
9287A,2011,3,23,92,60
9287A,2011,3,24,100,66
9287A,2011,3,25,98,68
9287A,2011,3,26,94,54
9287A,2011,3,27,94,66
9287A,2011,3,28,98,60
9287A,2011,3,29,92,53
9287A,2011,3,30,98,62
9287A,2011,3,31,100,58
9287A,2011,4,1,100,34
9287A,2011,4,2,79,36
9287A,2011,4,3,100,78
9287A,2011,4,4,99,74
9287A,2011,4,5,100,51
9287A,2011,4,6,99,41
9287A,2011,4,7,96,27
9287A,2011,4,8,95,30
9287A,2011,4,9,90,16
9287A,2011,4,10,97,58
9287A,2011,4,11,93,60
9287A,2011,4,12,93,58
9287A,2011,4,13,95,17
9287A,2011,4,14,89,25
9287A,2011,4,15,75,44
9287A,2011,4,16,95,49
9287A,2011,4,17,99,42
9287A,2011,4,18,94,40
9287A,2011,4,19,93,60
9287A,2011,4,20,100,86
9287A,2011,4,21,100,86
9287A,2011,4,22,100,65
9287A,2011,4,23,100,58
9287A,2011,4,24,100,70
9287A,2011,4,25,89,65
9287A,2011,4,26,91,52
9287A,2011,4,27,90,43
9287A,2011,4,28,96,44
9287A,2011,4,29,98,50
9287A,2011,4,30,94,57
9287A,2011,5,1,96,51
9287A,2011,5,2,100,48
9287A,2011,5,3,100,59
9287A,2011,5,4,100,54
9287A,2011,5,5,99,36
9287A,2011,5,6,97,48
9287A,2011,5,7,100,76
9287A,2011,5,8,97,46
9287A,2011,5,9,98,36
9287A,2011,5,10,98,52
9287A,2011,5,11,98,40
9287A,2011,5,12,97,66
9287A,2011,5,13,100,55
9287A,2011,5,14,100,74
9287A,2011,5,15,89,55
9287A,2011,5,16,98,40
9287A,2011,5,17,99,41
9287A,2011,5,18,98,33
9287A,2011,5,19,94,36
9287A,2011,5,20,99,52
9287A,2011,5,21,100,44
9287A,2011,5,22,98,62
9287A,2011,5,23,98,37
9287A,2011,5,24,93,34
9287A,2011,5,25,96,37
9287A,2011,5,26,99,68
9287A,2011,5,27,100,86
9287A,2011,5,28,100,49
9287A,2011,5,29,99,51
9287A,2011,5,30,97,57
9287A,2011,5,31,98,78
9287A,2011,6,1,85,40
9287A,2011,6,2,87,55
9287A,2011,6,3,93,40
9287A,2011,6,4,99,57
9287A,2011,6,5,100,64
9287A,2011,6,6,100,70
9287A,2011,6,7,99,79
9287A,2011,6,8,96,55
9287A,2011,6,9,100,51
9287A,2011,6,10,98,77
9287A,2011,6,11,100,62
9287A,2011,6,12,99,39
9287A,2011,6,13,98,48
9287A,2011,6,14,100,37
9287A,2011,6,15,100,33
9287A,2011,6,16,100,67
9287A,2011,6,17,100,35
9287A,2011,6,18,97,50
9287A,2011,6,28,98,48
9287A,2011,6,29,95,72
9287A,2011,6,30,98,52
9287A,2011,7,1,98,31
9287A,2011,7,2,90,32
9287A,2011,7,3,91,52
9287A,2011,7,4,87,36
9287A,2011,7,5,94,28
9287A,2011,7,6,93,23
9287A,2011,7,7,100,23
9287A,2011,7,8,95,33
9287A,2011,7,9,92,35
9287A,2011,7,10,96,56
9287A,2011,7,11,96,18
9287A,2011,7,12,95,19
9287A,2011,7,13,88,68
9287A,2011,7,14,85,45
9287A,2011,7,15,95,37
9287A,2011,7,16,92,29
9287A,2011,7,17,95,60
9287A,2011,7,18,92,33
9287A,2011,7,19,95,56
9287A,2011,7,20,91,42
9287A,2011,7,21,94,66
9287A,2011,7,22,90,52
9287A,2011,7,23,97,42
9287A,2011,7,24,83,53
9287A,2011,7,25,89,56
9287A,2011,7,26,90,55
9287A,2011,7,27,91,51
9287A,2011,7,28,97,42
9287A,2011,7,29,94,32
9287A,2011,7,30,91,34
9287A,2011,7,31,92,28
9287A,2011,11,1,96,71
9287A,2011,11,2,91,72
9287A,2011,11,3,92,78
9287A,2011,11,4,98,70
9287A,2011,11,5,92,83
9287A,2011,11,6,94,76
9287A,2011,11,7,96,82
9287A,2011,11,8,100,58
9287A,2011,11,9,94,65
9287A,2011,11,10,95,76
9287A,2011,11,11,95,60
9287A,2011,11,12,100,57
9287A,2011,11,13,100,69
9287A,2011,11,14,98,77
9287A,2011,11,15,93,60
9287A,2011,11,16,96,67
9287A,2011,11,17,100,63
9287A,2011,11,18,100,65
9287A,2011,11,19,98,72
9287A,2011,11,20,97,88
9287A,2011,11,21,100,83
9287A,2011,11,22,100,80
9287A,2011,11,23,92,71
9287A,2011,11,24,99,46
9287A,2011,11,25,100,35
9287A,2011,11,26,96,33
9287A,2011,11,27,96,42
9287A,2011,11,28,99,45
