"MpNo";"DT";"MpNo_m";"CO2in_G";"CO2out_G";"H2Oin_G";"H2Oout_G";"ATP";"Tref";"Tcuv";"FlowOut";"FlowIn";"PAR";"H2O_P";"mH2O_P";"dDH_out";"d18O_out";"dDH_in";"d18O_in";"ShootID";"Area";"hour";"day";"month";"TrA";"dDH_ex";"dH2O";"dDH_ex_a"
1;2018-09-11 11:59:00;"1S";381.8;328.7;12.7;14.23;991;15.5;15.5;526.980326389582;532.997264185526;411;18339.4084691943;18.3394084691943;-99.1293855007055;-17.5123891814465;-123.836153476407;-17.9762294449561;101;2211.444;11;11;9;0.36790078677503;40.9697279508665;215.250631557947;19.9736820832418
1;2018-09-11 13:08:00;"1S";381.6;349.2;12.4;14.12;990;15.5;15.5;526.980326389582;532.737435519943;145;17918.5216540284;17.9185216540284;-105.799490109226;-17.6017875574509;-118.366505105863;-17.5852856809289;101;2211.444;13;11;9;0.4140057022542;35.0148103503812;126.565956925545;22.3157803415682
1;2018-09-11 13:45:00;"1S";381.3;339.1;12.4;13.95;990;15.5;15.5;526.980326389582;532.829074897486;283;17980.4152369668;17.9804152369668;-93.206234529937;-17.3869482335872;-115.109745242848;-17.435804619013;101;2211.444;13;11;9;0.373086534008146;45.8893513387606;217.990628374798;24.376691709256
1;2018-09-11 14:22:00;"1S";382;343.2;12.1;14.09;989;15.5;15.5;526.980326389582;532.434079178812;267;17991.2453601896;17.9912453601896;-87.8731205440206;-17.3115677000391;-116.57367296974;-17.6924659466441;101;2211.444;14;11;9;0.479479435831251;50.6194210562922;206.602202000936;24.9660546034128
1;2018-09-11 14:59:00;"1S";381.6;327.6;11.77;13.87;989;15.9;15.9;526.980326389582;532.194963431207;355;18031.5006350711;18.0315006350711;-82.8253570266535;-17.3464705311187;-115.315253874529;-17.6529011692482;101;2211.444;14;11;9;0.505983491220551;55.9464072222961;224.304777228592;25.9079554794566
1;2018-09-11 16:08:00;"1S";382.2;349;12;14.19;988;15.7;15.7;526.980326389582;532.277126596428;147;18130.8064170616;18.1308064170616;-87.8996775346945;-17.1029215465272;-109.803674413503;-17.2871614090131;101;2211.444;16;11;9;0.528202453926237;48.9236948375231;160.869327598736;28.4936168586018
1;2018-09-11 16:45:00;"1S";383.6;358.6;11.9;13.84;987;15.2;15.2;520.13642604686;525.449274783838;109;17538.4684265403;17.5384684265403;-68.1993460292962;-16.7861800032525;-105.485211475216;-16.9659042734238;101;2211.444;16;11;9;0.462296634783029;66.0900939967238;285.98290239164;30.2420227121744
1;2018-09-11 17:22:00;"1S";383.9;361.8;11.9;13.18;986;15.1;15.1;520.13642604686;525.807146552576;117;17047.2137772512;17.0472137772512;-67.2341581542602;-16.8464002461631;-110.209663973176;-17.3853484663891;101;2211.444;17;11;9;0.305329811442403;67.5370438150446;426.990675595969;28.8731237579368
1;2018-09-11 17:59:00;"1S";385.9;362.5;12.4;13.21;985;14.8;14.8;520.13642604686;526.334638238802;106;17049.1578436019;17.0491578436019;-72.4774450935447;-17.0607454831673;-111.815121610999;-17.4119305835453;101;2211.444;17;11;9;0.193412583500782;64.0085187717937;623.20558896801;27.4803230573634
1;2018-09-11 19:08:00;"1S";386.8;380.12;11.7;12.34;984;13.7;13.7;520.13642604686;526.053024701677;25;15743.5595118483;15.7435595118483;-96.3969274840417;-17.5015535809356;-112.006406435755;-17.5328917063131;101;2211.444;19;11;9;0.15297523084043;43.6155011634431;324.393087412992;28.2567272147498
2;2018-09-03 16:50:00;"2S";383.1;332.7;11.4;19.23;1003;23.6;25.2;540.668127075026;542.614663192067;574;23495.9303649289;23.4959303649289;-106.528267522048;-13.8089642231868;-110.414991900658;-15.513442427349;102;3250.553;16;3;9;1.2984624495729;3.9434462634464;-10.2506475173248;13.692547518134
2;2018-09-03 17:27:00;"2S";384.4;367.1;12.4;17.54;1003;20.3;20.6;540.668127075026;544.630625159585;142;21242.6324691943;21.2426324691943;-109.691058168355;-13.5034598702799;-114.845951716109;-15.990861603484;102;3250.553;17;3;9;0.852374242226265;-1.66337920611581;-37.2333348367962;13.080941111763
2;2018-09-03 18:04:00;"2S";388.8;378.8;12.9;15.14;1003;18.7;18.9;540.668127075026;546.48927871084;127;18454.339535545;18.454339535545;-114.280584536683;-14.4282467925238;-117.258221460533;-15.4610460480202;102;3250.553;18;3;9;0.371462519049775;1.1453898035074;-29.2891489686192;6.43014692362861
2;2018-09-03 18:41:00;"2S";387;382.76;13;14.06;1003;17.2;17.5;547.512027417748;554.115354293877;98;17151.0473333333;17.1510473333333;-118.24116358473;-15.9360221098876;-120.562109568938;-16.3307439786001;102;3250.553;18;3;9;0.178006433461676;9.2470132943708;-1.01598345222925;10.0838422598628
2;2018-09-03 19:50:00;"2S";392.6;395.59;13.48;14.2;1003;15.1;15.3;547.512027417748;554.572272253476;56;17175.6150047393;17.1756150047393;-124.069915329355;-16.5943946105117;-127.663038997402;-16.9088255749092;102;3250.553;19;3;9;0.120909972238286;8.6852415547386;28.8617302278594;7.60756560187161
2;2018-09-04 06:04:00;"2S";426.2;427.32;9.9;10.52;1003;9;9.6;540.668127075026;545.720387893932;76;12568.9426729858;12.5689426729858;-148.833909575555;-18.3971560503424;-147.318059127179;-18.2560650583787;102;3250.553;6;4;9;0.102815827116098;-1.6566611728158;-7.83813355248888;-1.26953866014941
2;2018-09-04 06:41:00;"2S";435.4;430.27;9.8;10.47;1003;9;9.8;540.668127075026;545.638223732491;112;12556.6537251185;12.5566537251185;-149.180621707324;-18.0283440052519;-149.121711334973;-18.1806616914882;102;3250.553;6;4;9;0.111107437187926;-4.95386966530882;-23.6389864563025;-3.67641780306741
2;2018-09-04 07:50:00;"2S";424.5;402.2;11.1;12.57;1003;11.6;12.3;540.668127075026;545.91727927155;171;15015.3768767773;15.0153768767773;-143.263563131344;-15.6785795910581;-144.560278646827;-16.882511398444;102;3250.553;7;4;9;0.243772716922176;-17.8349264028792;-80.7707102627477;-9.500187459275
2;2018-09-04 08:27:00;"2S";414.1;398.6;11.6;13.15;1003;12.5;13.3;540.668127075026;546.148977062018;170;15819.2513886256;15.8192513886256;-138.097236203522;-14.6090554777658;-138.038737917575;-16.4579143278448;102;3250.553;8;4;9;0.257039130818653;-21.2247923813956;-132.355554577729;-6.37542329481658
2;2018-09-04 10:50:00;"2S";389.6;360;14.5;18.24;1003;18.3;18.8;540.668127075026;546.553396723308;218;22043.787056872;22.043787056872;-121.501062220283;-14.2226126183988;-126.555854239409;-15.8712595022237;102;3250.553;10;4;9;0.620208749279362;-7.7201612730926;-39.2572078630288;0.414221778380593
2;2018-09-04 11:27:00;"2S";385.5;369.2;14.6;17.91;1003;19.9;20.1;540.668127075026;546.843909303554;202;21911.0053459716;21.9110053459716;-117.279143139559;-14.0439315051359;-122.697054256509;-15.9886362463801;102;3250.553;11;4;9;0.548901271342945;-4.9276910984718;-49.6527700923849;5.21203571453179
2;2018-09-04 12:04:00;"2S";382.1;359.4;14.2;18.43;1003;20.9;20.9;533.824226732304;539.206738403543;167;22536.2400331754;22.5362400331754;-115.137564766997;-14.2705512421461;-120.009336550523;-15.8504144702696;102;3250.553;12;4;9;0.692586936057758;-0.973154829828204;-27.047221824807;6.7939792116338
2;2018-09-04 12:41:00;"2S";380.8;339.3;13.35;18.73;1003;21.8;22.5;533.824226732304;538.12330124052;311;23010.9837061611;23.0109837061611;-112.376829115504;-14.5935481714584;-114.811919140601;-15.4838300631142;102;3250.553;12;4;9;0.880879641426896;4.3715562561632;-7.25923448617775;9.05872136431259
2;2018-09-04 13:50:00;"2S";380.6;334.5;12.85;18.25;1003;20.8;21.4;533.824226732304;537.840780273844;473;23177.3603886256;23.1773603886256;-109.2569197292;-14.3305070211683;-117.070508267364;-15.9803636835507;102;3250.553;13;4;9;0.884154729017104;5.38713644014639;-7.42779914828014;10.7724012010416
2;2018-09-04 14:27:00;"2S";377.5;335.8;12.9;17.28;1003;20.7;21;533.824226732304;538.417886374521;442;22077.1760805687;22.0771760805687;-109.085396207;-14.4644396936264;-115.136443379206;-15.7071751709558;102;3250.553;14;4;9;0.71714768878936;6.63012134201119;-4.82919206870496;10.5209579884404
2;2018-09-04 15:04:00;"2S";377.8;350.1;13.1;17.3;1003;21.1;21.5;533.824226732304;538.623737408046;246;21848.9192748815;21.8489192748815;-106.53973366118;-14.4474149822371;-110.823523179286;-14.764761226671;102;3250.553;15;4;9;0.687675728425453;9.03958619671681;14.4823853087444;7.294566634082
2;2018-09-04 15:41:00;"2S";379.4;359.6;13.42;16.84;1003;20.7;21;533.824226732304;539.218679194281;172;21453.5221800948;21.4535221800948;-99.1697297984457;-14.4954014120891;-106.251989881622;-14.9953064904032;102;3250.553;15;4;9;0.559964342526875;16.7934814982671;28.8911777288005;13.7104620416036
2;2018-09-04 16:50:00;"2S";374.4;351.2;12.76;16;1004;19.5;19.8;526.980326389582;532.041515110002;194;19811.4181800948;19.8114181800948;-87.498155005094;-15.1770186778491;-108.934232286631;-15.9365507141737;102;3250.553;16;4;9;0.523170089046681;33.9179944176988;94.4091412832534;18.5581734267586
2;2018-09-04 17:27:00;"2S";374.1;356.6;12.3;14.74;1004;19.3;19.6;526.980326389582;532.219840373853;167;18643.9322180095;18.6439322180095;-98.9231204387113;-15.7501302444449;-112.10429986168;-16.2116884085297;102;3250.553;17;4;9;0.393992470520834;27.0779215168479;74.9103737941311;17.5892074065576
2;2018-09-04 18:04:00;"2S";384.8;372.7;14.9;15.68;1005;17.7;17.9;533.824226732304;541.437193181612;107;19947.7372985782;19.9477372985782;-101.35931497415;-14.9516028127687;-114.160340376711;-16.0286649801724;102;3250.553;18;4;9;0.12745682562674;18.2535075279996;98.1887230967661;14.0689794646682
2;2018-09-05 07:50:00;"2S";418.6;386.8;9.5;10.23;1006;9.8;10.4;547.512027417748;552.330572807064;298;13033.2510805687;13.0332510805687;-133.090871041697;-16.4959419095482;-140.523632836504;-17.1219403994236;102;3250.553;7;5;9;0.122224189479249;-1.1233357653114;30.4319407006284;-3.54810964111519
2;2018-09-05 08:27:00;"2S";410.7;380.4;10.6;11.18;1006;11.9;13.2;547.512027417748;553.023450478553;367;14319.7268672986;14.3197268672986;-130.694951920726;-15.6719569785789;-137.183534501433;-16.7268516600108;102;3250.553;8;5;9;0.0971095231756032;-5.3192960920948;-40.9677333850794;-3.36872122134659
2;2018-09-05 09:04:00;"2S";394.1;348;11.4;12.9;1006;14.5;15.9;547.512027417748;552.961825398278;977;16502.9932238095;16.5029932238095;-124.069383215926;-15.574806166041;-134.294406826483;-16.5053622241798;102;3250.553;9;5;9;0.25114511763921;0.529066112402006;21.6614372177961;-2.25150903304458
2;2018-09-05 10:50:00;"2S";383.7;343.8;10.2;14.75;1006;16.1;16.1;547.512027417748;550.618517631556;257;18041.1737109005;18.0411737109005;-82.0091241190559;-14.9524904576549;-122.771826481835;-16.5032550632427;102;3250.553;10;5;9;0.761807771017588;37.6107995421833;101.179408835454;9.2542140241066
2;2018-09-05 11:27:00;"2S";384.2;355.9;9.5;12.97;1006;16.8;17;547.512027417748;550.825120769809;228;16199.2323175355;16.1992323175355;-89.7538669666622;-15.1269377645457;-110.731714829627;-16.8588619703772;102;3250.553;11;5;9;0.580983476017798;31.2616351497034;50.7611495747673;24.1391809333906
2;2018-09-05 12:04:00;"2S";384.1;349.7;8.9;13.12;1006;17.5;17.6;547.512027417748;550.08183615139;211;16399.117521327;16.399117521327;-89.8308542194973;-15.7661978692977;-107.667833651117;-16.6299980721996;102;3250.553;12;5;9;0.706556697365776;36.2987287348843;59.3429331175383;25.3721509264798
2;2018-09-05 12:41:00;"2S";382.8;336;9.4;13.77;1006;18.6;19.1;547.512027417748;550.275408411036;945;17561.9384691943;17.5619384691943;-80.1299118199981;-15.6830814321091;-95.1290396786652;-16.3183522411488;102;3250.553;12;5;9;0.7316709060778;45.3347396368747;66.6664185914937;35.4177782505252
2;2018-09-05 13:23:00;"2S";381.1;341.7;9.7;14.49;1006;18.9;19.1;547.512027417748;550.210295062655;842;17880.1655260664;17.8801655260663;-69.8124907006309;-15.3042061741591;-111.269543056664;-17.1680734922114;102;3250.553;13;5;9;0.801991439059883;52.6211586926419;106.378424657707;26.0750448810272
2;2018-09-05 14:01:00;"2S";381.1;340.9;9.2;14.37;1006;19.6;20.5;547.512027417748;549.725584270169;232;17863.8205545024;17.8638205545024;-67.6644711495263;-15.2472151575461;-87.4338379162125;-16.1043379580264;102;3250.553;14;5;9;0.865615409834567;54.3132501108425;77.2908006211255;41.4008657479987
2;2018-09-05 15:10:00;"2S";381.6;317.2;9.4;17.87;1005;23.9;27.9;547.512027417748;548.023463923873;1165;22811.939752381;22.811939752381;-33.5053107508495;-14.4096073577947;-87.9600929387168;-16.228201236204;102;3250.553;15;5;9;1.41954668076684;81.7715481115081;126.059233224799;41.8655169509152
2;2018-09-05 15:47:00;"2S";382.6;318.5;9.3;17.25;1005;22;24.2;547.512027417748;548.254360687823;973;21621.2771279621;21.6212771279621;-59.2477256106253;-15.0111166555282;-91.1188272308544;-15.8977486914474;102;3250.553;15;5;9;1.33239636843525;60.8412076336003;89.8268455701716;36.0631623007248
2;2018-09-05 16:24:00;"2S";382.4;320.5;10.23;17.77;1005;22.3;24.6;547.512027417748;548.992578051315;516;22328.3074123223;22.3283074123223;-55.9164107640653;-14.319881194786;-84.4124726001225;-14.1780128234942;102;3250.553;16;5;9;1.26368041193523;58.6426387942227;98.8449226257063;29.0116299878311
2;2018-09-05 17:01:00;"2S";382.7;334.3;10.4;16.82;1005;20.5;22.4;547.512027417748;549.70295630285;190;20732.8692606635;20.7328692606635;-27.4763349611701;-13.245300753331;-58.4419910515093;-13.9931582692139;102;3250.553;17;5;9;1.07597173281556;78.4860710654779;118.956643965489;53.5032751022019
2;2018-09-05 18:10:00;"2S";380;358.7;10.02;13.4;1005;17;17.2;540.668127075026;544.276276348155;127;16576.4031421801;16.5764031421801;-19.803520032235;-14.8165441203307;-78.6606859981611;-15.7501195960436;102;3250.553;18;5;9;0.559396575688891;98.7288329304106;251.070073417225;47.3402707701877
2;2018-09-05 18:47:00;"2S";380.6;367.9;10.19;11.49;1006;15.5;15.8;540.668127075026;545.494890865003;93;14570.2734454976;14.5702734454976;-57.4078103723653;-15.8135726305963;-89.4558463361322;-15.9488544456788;102;3250.553;18;5;9;0.214938623257942;69.1007706724051;311.824857522604;38.1349892292982
2;2018-09-05 19:24:00;"2S";382.1;374.62;10;10.58;1006;13.9;14.1;540.668127075026;545.781675023868;65;13471.8492843602;13.4718492843602;-72.0876146318508;-16.0003809668718;-91.6830455120461;-15.1193830350565;102;3250.553;19;5;9;0.0958957116739108;55.9154331031236;515.28464577067;29.2720187684059
2;2018-09-06 07:23:00;"2S";423.5;405.7;9.2;9.59;1005;9.3;10.3;547.512027417748;552.355952866181;123;12298.0143666667;12.2980143666667;-131.333029088564;-16.0072534334049;-134.865214717038;-16.7661561636096;102;3250.553;7;6;9;0.0653628472520365;-3.27500162132478;-63.1702148549275;-0.735965408161178
2;2018-09-06 08:00:00;"2S";421.3;403.3;9.6;10.22;1005;9.8;10.5;547.512027417748;552.45140656805;136;12922.3789383886;12.9223789383886;-117.770247883514;-15.0342064039306;-125.262606741091;-15.7732683671477;102;3250.553;8;6;9;0.103910125861865;2.5034033479308;26.9658005377145;0.923540196090599
2;2018-09-06 09:09:00;"2S";411.6;379.5;10.1;11.31;1005;11.2;12.3;547.512027417748;552.404360238879;274;14185.4372796209;14.1854372796209;-92.8545708562599;-14.7914812898955;-120.615437869163;-16.3358749863346;102;3250.553;9;6;9;0.202792241010689;25.4772794629041;154.070458105914;10.0715620215138
2;2018-09-06 09:46:00;"2S";400.4;349.2;10.52;11.69;1005;13.8;15.6;547.512027417748;552.659679915893;651;15005.6182037915;15.0056182037915;-102.827788403163;-15.062706407623;-121.226547088441;-16.5192184139865;102;3250.553;9;6;9;0.196088282916853;17.673862857821;78.3361627839512;10.927200223451
2;2018-09-06 10:23:00;"2S";387.7;334.3;10.9;12.88;1005;14.7;15.6;547.512027417748;552.424820179609;642;16297.1149194313;16.2971149194313;-99.7419909515058;-15.5229261325634;-118.831385496021;-16.8883679659011;102;3250.553;10;6;9;0.331841583450422;24.4414181090014;69.3948891535308;16.2755582311878
2;2018-09-06 11:00:00;"2S";383.7;330;11.1;13.57;1005;15.4;16.6;547.512027417748;552.266055787418;589;16842.4387630332;16.8424387630332;-83.6777223666305;-15.3351395470746;-117.346755882079;-17.2645520965457;102;3250.553;11;6;9;0.413963912722733;39.0033940099663;120.944461875733;20.7696608902866
2;2018-09-06 12:46:00;"2S";378.7;334.3;9.96;13.77;1005;16.5;17.8;540.668127075026;544.009810807852;384;17140.6053809524;17.1406053809524;-76.0552762319773;-15.468033932799;-105.819833337168;-17.1944498737026;102;3250.553;12;6;9;0.630562450075152;47.6889952304147;89.3935008987876;31.7357656524528
2;2018-09-06 13:23:00;"2S";377.3;326.1;9.7;14.04;1005;18.1;18.9;540.668127075026;543.579793066307;630;17875.0473886256;17.8750473886256;-77.2738698618038;-15.8679349672888;-103.200352648771;-17.2048986826598;102;3250.553;13;6;9;0.718278673191578;49.6696098765066;83.7107386140163;34.4388368125074
2;2018-09-06 14:00:00;"2S";376.7;327.7;9.5;14.56;1004;19.4;20.9;540.668127075026;543.081969693641;291;18361.0782417062;18.3610782417062;-60.0356736403376;-15.645030977576;-83.3626002537293;-16.5659628047344;102;3250.553;14;6;9;0.838274383415813;65.1245741802704;95.0880097461168;49.1651021841459
2;2018-09-06 15:09:00;"2S";374.3;326.8;9.7;18.51;1004;21.9;25.8;540.668127075026;541.152080241169;598;23102.3331706161;23.1023331706161;-33.5727377412139;-15.3336131286064;-89.7922841354897;-16.9962783619547;102;3250.553;15;6;9;1.45952486973119;89.0961672876373;136.350058084078;46.1779427601479
2;2018-09-06 15:46:00;"2S";372.7;335.1;10;14.12;1004;16.9;17.3;533.824226732304;536.982060186213;316;17735.6863554502;17.7356863554502;-57.1078917272361;-14.5114725281102;-93.9972388248689;-16.6348931821094;102;3250.553;15;6;9;0.673907342670981;58.9838884976455;107.289669724925;39.0819066320063
2;2018-09-06 16:23:00;"2S";371.4;327.7;10.4;14.3;1004;18;18.2;533.824226732304;537.316434334719;363;18098.6595308057;18.0986595308057;-61.3345417897159;-14.6348221485861;-88.4223289508356;-14.9334482670502;102;3250.553;16;6;9;0.637921743958947;55.7440353989729;121.607443968058;31.045257185566
2;2018-09-06 17:00:00;"2S";375.6;341.8;9.5;13.41;1004;17.3;17.4;533.824226732304;536.824807353152;253;16946.5046729858;16.9465046729858;-48.9354252650251;-14.8353539228491;-72.1371999197253;-15.3511582154365;102;3250.553;17;6;9;0.639558016346012;69.7474061177677;116.094140896031;50.6720658037667
2;2018-09-06 18:09:00;"2S";379;356.7;9.7;12.95;1004;15.9;16.2;533.824226732304;537.287131552201;135;16137.6429052133;16.1376429052133;-30.1266521253891;-15.3346497529155;-85.3258005720309;-16.3927099889376;102;3250.553;18;6;9;0.53160182542401;92.5505458979349;232.0355507032;45.8158793394699
2;2018-09-06 18:46:00;"2S";375.2;361;10.8;11.95;1004;14.9;14.9;533.824226732304;539.010899897796;107;15064.1659052133;15.0641659052133;-64.2136208100015;-15.4372535561723;-96.0851684352976;-16.4916797394059;102;3250.553;18;6;9;0.188105054386085;59.2844076393769;279.38031383226;35.8482694799496
2;2018-09-06 19:23:00;"2S";378.8;372;11.2;11.55;1004;13.9;14.1;533.824226732304;539.65822437538;64;14594.2673649289;14.5942673649289;-79.2028290963374;-16.0206220580703;-99.7964540222931;-16.2875625361414;102;3250.553;19;6;9;0.0572493414783811;48.962147368225;639.621382612603;30.5040462668381
2;2018-09-07 07:23:00;"2S";460.1;434.4;7.4;7.72;1004;5.6;6.8;554.355927760469;558.294157710845;163;9985.05436018957;9.98505436018957;-141.796574623443;-17.1082739987119;-144.454279755576;-17.7889965998991;102;3250.553;7;7;9;0.0543556252752352;-4.9303826337478;-69.404632672804;-2.14230695638321
2;2018-09-07 09:46:00;"2S";425.6;364.4;10.7;12.77;1004;15.7;19.5;554.355927760469;559.172289037599;698;16353.31;16.35331;-109.686386155984;-16.0971982925337;-128.842101922352;-16.8143356427321;102;3250.553;9;7;9;0.351611790667854;19.0912001842856;88.4531332872588;5.67258321950482
2;2018-09-07 10:23:00;"2S";409.7;354.4;11.9;13.94;1004;15.4;16.5;547.512027417748;552.953483511225;860;17527.7218009479;17.5277218009479;-99.9749780905358;-15.3168118936398;-125.228688833808;-17.1285999933541;102;3250.553;10;7;9;0.342237582015888;22.5595170585826;85.3227184076697;11.8001111130248
2;2018-09-07 11:00:00;"2S";392.9;363.7;12.2;14.43;1004;16.2;16.3;547.512027417748;553.015853706672;187;18191.8018904762;18.1918018904762;-79.6375017248762;-14.8498993976087;-101.063091814196;-16.143642484872;102;3250.553;11;7;9;0.374112538694002;39.1616934559934;99.7549103944703;28.08604806478
2;2018-09-07 12:09:00;"2S";380.1;350.3;11.7;15.27;1004;18.2;18.3;540.668127075026;545.097867952905;203;19287.3484170616;19.2873484170616;-55.3402353619729;-15.5379011794453;-103.468286719092;-17.5988208326977;102;3250.553;12;7;9;0.591429439708478;68.9629740735895;172.659366604085;37.3222799424896
2;2018-09-07 12:46:00;"2S";381.8;340;10.6;14.64;1004;17.8;17.9;540.668127075026;544.238474280192;304;18291.6800758294;18.2916800758294;-76.5034308529819;-15.8535704818093;-105.836107456533;-17.45223266843;102;3250.553;12;7;9;0.669293435508525;50.3251330014925;93.7310286876822;33.781753890907
2;2018-09-07 13:23:00;"2S";380.7;340.7;11.5;16.01;1004;19.5;19.7;540.668127075026;544.475956000219;288;20056.639014218;20.056639014218;-76.482930894524;-15.9470025057532;-97.7262964111613;-16.5117988695148;102;3250.553;13;7;9;0.747156108280345;51.0930891515016;93.7399711859277;34.3680945449571
2;2018-09-07 14:00:00;"2S";380.6;325.6;11.6;16.03;1004;20.3;21.7;540.668127075026;544.574405260362;796;20583.2138720379;20.5832138720379;-62.2754967207422;-15.4538123684437;-84.1438397804984;-16.2655659526362;102;3250.553;14;7;9;0.733902711460747;61.3550022268074;101.612800619608;45.9806878405912
2;2018-09-07 15:09:00;"2S";377.1;321.1;12;19.99;1004;22.9;26;533.824226732304;535.982125068187;756;25266.8896445498;25.2668896445498;-37.475091473816;-14.774498655227;-91.5633782127424;-17.0378957322954;102;3250.553;15;7;9;1.30691963562964;80.720897768;134.76011196932;44.7397876456208
2;2018-09-07 15:46:00;"2S";377.1;314.2;12.2;19.07;1004;22.6;24.9;533.824226732304;536.693034081047;937;24228.8350331754;24.2288350331754;-68.3271586538601;-15.1937157129645;-98.9072527742144;-17.0982090679897;102;3250.553;15;7;9;1.1237216647117;53.2225670498559;80.4712710990354;37.8784197697032
2;2018-09-07 16:23:00;"2S";378;317.9;12.4;19.39;1004;22.6;24.6;533.824226732304;536.736680409817;604;24472.6784619048;24.4726784619048;-71.045286983861;-15.2809094319172;-93.4379654078649;-15.775192055429;102;3250.553;16;7;9;1.14334976206008;51.2019884714766;83.9110551675106;32.7635710355671
2;2018-09-07 17:00:00;"2S";376.1;326;11.9;17.01;1004;20.3;21.4;533.824226732304;537.477756113931;395;21593.0168815166;21.5930168815166;-50.0682720260327;-14.5790063067191;-76.6093448696799;-15.707497396188;102;3250.553;17;7;9;0.835839800489538;66.5637784277201;107.347812698163;49.0506342998241
2;2018-09-07 18:09:00;"2S";378.7;359.4;11.7;13.86;1004;17.2;17.3;533.824226732304;538.956427803579;128;17303.7276398104;17.3037276398104;-47.1600385627279;-16.0128338779901;-94.2400653240191;-17.2562456653664;102;3250.553;18;7;9;0.353310045038061;80.9426324611929;282.078266631881;43.8098999989121
2;2018-09-07 18:46:00;"2S";381.6;369.7;12;12.57;1004;15.7;15.8;533.824226732304;539.975044183463;87;15740.1936255924;15.7401936255924;-82.3850506616862;-17.222200675646;-105.784183613772;-17.574904651133;102;3250.553;18;7;9;0.0932345672476713;55.3925547434818;488.603105231688;34.815053595292
2;2018-09-08 07:23:00;"2S";439.1;419.2;9.9;10.39;1003;10.1;10.8;547.512027417748;552.699911999362;129;13278.8928720379;13.2788928720379;-140.913398281335;-17.1412157041505;-143.519651045713;-18.078843699018;102;3250.553;7;8;9;0.0822862479165175;-3.78367264813099;-102.67802943622;1.11109854643101
2;2018-09-08 08:00:00;"2S";421.3;402.4;10.82;11.5;1004;11.6;12;547.512027417748;553.101922459951;133;14767.7790758294;14.7677790758294;-126.271917500798;-16.0786335206308;-133.712356202848;-16.9805228348186;102;3250.553;8;8;9;0.114079317212292;2.35715066424839;5.94245613496172;2.13182647570079
2;2018-09-08 09:09:00;"2S";396.1;363;13;14.08;1004;14.4;14.8;547.512027417748;554.097641309594;320;17755.1914881517;17.7551914881517;-101.245784295993;-15.8269629456504;-126.878980505878;-17.6944630106488;102;3250.553;9;8;9;0.181184402938271;25.3699192692102;154.084311832795;14.6767235793124
2;2018-09-08 11:00:00;"2S";386.9;354.4;14.3;16.13;1004;17.2;17.5;540.668127075026;547.480425291279;340;20372.2166619048;20.3722166619048;-96.2957277185282;-16.3646100996569;-119.757681946241;-17.8028036369374;102;3250.553;11;8;9;0.303168924541265;34.621153078727;128.050991762554;22.6647471492582
2;2018-09-08 12:09:00;"2S";384.2;347.1;14.3;16.79;1004;17.7;17.9;540.668127075026;547.119870614236;321;21250.9238388626;21.2509238388626;-80.1749430996536;-16.2505717372313;-114.746433057427;-18.322416818646;102;3250.553;12;8;9;0.412508536670901;49.8296307981968;153.184341273023;31.832901491741
2;2018-09-08 12:46:00;"2S";384;335.9;14.3;16.44;1004;18;18.2;540.668127075026;547.311073852061;357;21016.5388720379;21.0165388720379;-96.9451384452857;-16.5245486198394;-119.046836512491;-18.3999443126325;102;3250.553;12;8;9;0.354525409026397;35.2512505134295;82.6853697216095;28.152717988569
2;2018-09-08 13:23:00;"2S";383.1;348.1;14.4;16.81;1005;18.2;18.7;533.824226732304;540.285515323582;288;21194.5694834123;21.1945694834123;-98.2411423299207;-16.5752139410979;-116.042041638218;-17.9715595662962;102;3250.553;13;8;9;0.393809106856675;34.3605691988625;73.9763094547284;27.7304348921516
2;2018-09-08 14:00:00;"2S";381.6;325.7;14.2;17.59;1004;20.9;21.8;533.824226732304;539.654333714499;721;22422.3635876777;22.4223635876777;-89.8853848111539;-16.8555109694646;-105.452363907758;-17.6643635510421;102;3250.553;14;8;9;0.554499101083964;44.9587029445629;83.0606055712809;35.8625445005788
2;2018-09-08 15:09:00;"2S";379.5;313.4;12.6;20.41;1004;23.4;26.3;533.824226732304;536.403425891117;1150;26019.5662464455;26.0195662464455;-69.6216009010297;-16.8119401642876;-108.44512453544;-18.4727551825273;102;3250.553;15;8;9;1.27747637421384;64.8739204132711;106.073183403669;39.3369169247784
2;2018-09-08 15:46:00;"2S";380.1;317.4;11.9;19.15;1004;22.6;24.5;533.824226732304;536.326275572446;852;24098.910464455;24.098910464455;-85.663526763753;-16.4545002010544;-111.591575044205;-18.3255687286564;102;3250.553;15;8;9;1.18587838621314;45.9724748446822;63.9611714942917;35.0129747850462
2;2018-09-08 16:23:00;"2S";380.5;321.5;11.75;18.33;1004;22.2;23.3;533.824226732304;536.605654046193;587;23033.5603838863;23.0335603838863;-84.1802818649936;-16.3627510775188;-103.885169639113;-17.0322308502694;102;3250.553;16;8;9;1.07628702782874;46.7217267551568;72.3450295982186;32.3726771630422
2;2018-09-08 17:00:00;"2S";381.3;332.9;12;16.5;1004;19.7;20;533.824226732304;537.860196188445;309;20860.1568761905;20.8601568761905;-66.8726283357102;-15.7836914469745;-90.2562438810746;-17.0359892632395;102;3250.553;17;8;9;0.736062373007932;59.3969032400858;95.0375246140708;46.0316702248414
